titre_commentaire,commentaire,Mois_Avis,Annee_Avis,Ville,Pays,Mois_Sejour,Annee_Sejour,Note,Photo,langue
"['bon', 'séjour', 'santa']","['santa', 'hôtel', 'traditionnel', 'terme', 'bâtiments', 'allongés', 'donnent', 'flair', 'motel', 'décoration', 'fonctionnelle', 'style', 'mexicain', 'deux', 'grand', 'lit', 'salle', 'bain', 'baignoiredouche', 'sèchecheveux', 'réservé', 'demipension', 'très', 'bien', 'manger', 'buffet', 'restaurant', 'santa', 'navette', 'dessert', 'parc', 'toutes', 'minute', 'seul', 'inconvénient', 'petitdéjeuner', 'restauration', 'rapide', 'française', 'typique', 'parc', 'longue', 'file', 'attente', 'opté', 'supplément', 'buffet', 'petit', 'déjeuner', 'santa', 'génial']",août,2022,Bad Homburg, Allemagne,juillet,2017,4,no,de
"['meilleure', 'expérience', 'familiale']","['séjour', 'nuits', 'parfait', 'entrer', 'chambre', 'permis', 'installer', 'avant', 'diriger', 'parc', 'personnel', 'sympathique', 'petit', 'déjeuner', 'assez', 'completje', 'répéterais', 'sans', 'aucun', 'doute']",août,2022,Barcelona, Spain,juillet,2017,5,no,es
"['belle', 'expérience']","['parcs', 'simplement', 'merveilleux', 'attraction', 'paysages', 'magnifiques', 'bien', 'entretenus', 'satisfont', 'monde', 'séjour', 'hôtel', 'santa', 'idéal', 'savent', 'préfèrent', 'passer', 'toute', 'journée', 'parcs', 'ventilateur', 'piscine', 'demipension', 'également', 'excellente']",août,2022,None, None,juillet,2017,5,no,it
"['paris', 'monde', 'fantastique', 'ramène', 'enfants']","['paris', 'aventure', 'continue', 'reviens', 'monde', 'merveilleux', 'après', 'lasse', 'être', 'nouveau', 'enfant', 'prévu', 'navette', 'aéroport', 'arrivée', 'hôtel', 'santa', 'temp', 'régulariser', 'arrivée', 'réception', 'direction', 'parc', 'plaisir', 'continu', 'retrouve', 'plongé', 'monde', 'aventures', 'contes', 'fées', 'décors', 'cinéma', 'trois', 'jours', 'très', 'bien', 'passés', 'personnel', 'hôtel', 'très', 'gentil', 'disponible', 'problème', 'excellent', 'petit', 'déjeuner', 'déjeuner', 'buffet', 'emmenez', 'petits', 'paris', 'monde', 'enfants', 'fascine', 'grand']",août,2022,None, None,juillet,2017,5,no,it
"['excellente', 'option']","['hôtel', 'vraiment', 'sympa', 'dont', 'besoin', 'près', 'parcs', 'pouvez', 'entrer', 'heures', 'avant', 'incroyable', 'dommage', 'passiez', 'beaucoup', 'temp', 'faire', 'queue', 'plupart', 'manèges']",août,2022,Gaiman, Argentine,juillet,2017,5,no,en
"['peu', 'détritus']","['venons', 'rentrer', 'séjour', 'nuits', 'hôtel', 'santa', 'fils', 'juste', 'deux', 'voyageant', 'loin', 'être', 'suffisant', 'adapté', 'enfants', 'chambre', 'assez', 'propre', 'aimé', 'changent', 'literie', 'tous', 'jours', 'quoi', 'faire', 'thé', 'café', 'chambre', 'pense', 'pouvez', 'demander', 'bouilloire', 'avéré', 'être', 'plus', 'compliqué', 'valeur', 'réception', 'toujours', 'occupée', 'pouvais', 'laisser', 'enfant', 'seul', 'chambre', 'aller', 'chercher', 'option', 'télévision', 'quand', 'détendez', 'chambre', 'chaînes', 'enfants', 'message', 'sécurité', 'boucle', 'timone', 'pumba', 'peine', 'divertissant', 'heureusement', 'apporté', 'ipad', 'opté', 'télé', 'chambre', 'nourriture', 'épouvantable', 'buffet', 'atil', 'vraiment…']",août,2022,Londres, Royaume-Uni,août,2017,2,no,en
"['nourriture', 'acceptable']","['quant', 'nourriture', 'acceptable', 'restiez', 'jour', 'plus', 'lasserais', 'toujours', 'manger', 'chose', 'reste', 'attention', 'accueil', 'chambres', 'très', 'bien', 'très', 'propre', 'organisé', 'merci']",août,2022,Arrecife, Espagne,juillet,2017,3,no,es
"['adapté', 'prélasser']","['personnel', 'poli', 'sympathique', 'comme', 'leo', 'réception', 'attentif', 'général', 'désireux', 'aider', 'chambres', 'propres', 'bien', 'lacunes', 'concernant', 'savon', 'gel', 'suffisantes', 'dormir', 'buffet', 'petit', 'déjeuner', 'très', 'mauvais', 'manque', 'variété', 'mauvaise', 'qualité']",août,2022,None, None,juillet,2017,3,no,es
['voyage'],"['allé', 'paris', 'femme', 'enfants', 'séjourné', 'hôtel', 'pendant', 'jours', 'instantané', 'bon', 'propre', 'amusant', 'bonne', 'nourriture', 'processus', 'fantastique', 'quand', 'choses', 'mal', 'passées', 'meilleur', 'prix', 'mauvais', 'hôtel', 'pourrait', 'faire', 'choses', 'plus', 'amusantes', 'enfants', 'passé', 'moment', 'absolument', 'génial', 'hôtel', 'tous', 'ennemis', 'veulent', 'plus', 'hôtel', 'moins', 'cher', 'peu', 'plus', 'cher', 'autres', 'hôtels', 'séjourné', 'val', 'europe', 'vaut', 'frais', 'supplémentaires', 'obtenez', 'lèvetôt', 'vaut', 'seul', 'argent', 'supplémentaire', 'voyage', 'comme', 'type', 'premier', 'jour', 'tard', 'soirée', 'demandé', 'médecin', 'examiner', 'jambe', 'empoisonnement', 'sang', 'hôtel', 'appelé', 'médecin', 'deux', 'membres', 'personnel', 'présentés', 'ont…']",août,2022,Pontypool, South Wales,juillet,2017,5,no,en
['incroyable'],"['séjourner', 'hôtels', 'meilleure', 'décision', 'prendre', 'emplacement', 'excellent', 'chambres', 'grandes', 'meilleur', 'ami', 'passé', 'vacances', 'inoubliables', 'paris', 'atmosphère', 'hôtel', 'proximité', 'parc', 'fait', 'inestimables', 'reviendrons', 'tous', '❤️❤️❤️']",août,2022,None, None,juillet,2017,5,no,de
"['hôtel', 'thème', 'vieux', 'mexique', 'autocollants']","['séjourné', 'santa', 'cadre', 'forfait', 'restaurant', 'vraiment', 'bon', 'probablement', 'meilleur', 'buffet', 'utilisé', 'chèquesrepas', 'pièce', 'censée', 'être', 'pièces', 'jour', 'signifiait', 'simplement', 'autocollants', 'voiture', 'abatjour', 'forme', 'cône', 'route', 'sèchecheveux', 'chambre', 'toujours', 'peinte', 'mexicaine', 'fatiguée', 'tapis', 'usés', 'salle', 'bain', 'sale', 'pubes', 'toilette', 'bogey', 'séchés', 'bassin', 'arrivée', 'problèmes', 'nettoyage', 'suite', 'sinon', 'hôtel', 'minute', 'pied', 'parc', 'parfait', 'agréable', 'marcher', 'pouvez', 'trouver', 'repères', 'village', 'parcs', 'dormi', 'chambre', 'parc', 'toute', 'journée', 'devais', 'rester', 'pendant', 'longues', 'périodes', 'resterais', 'conseil', 'donnerais…']",août,2022,Southampton, Royaume-Uni,juillet,2017,3,no,en
"['bon', 'séjour', 'idéal', 'besoins']","['deux', 'adultes', 'deux', 'enfants', 'passé', 'nuits', 'ici', 'fin', 'juillet', 'chambre', 'parfaite', 'moins', 'cher', 'parc', 'parc', 'pouvions', 'prendre', 'minute', 'marche', 'aller', 'parc', 'bien', 'busnavette', 'somme', 'jamais', 'allés', 'voulions', 'besoin', 'marcher', 'vue', 'réduire', 'plus', 'stimulation', 'parcs', 'attraction', 'départ', 'réservé', 'chambre', 'deux', 'lit', 'double', 'changé', 'chambre', 'double', 'lit', 'superposés', 'réception', 'vraiment', 'impressionnés', 'seul', 'inconvénient', 'sèchecheveux', 'coffrefort', 'chambre', 'fonctionnait', 'soulevé', 'clientèle', 'service']",août,2022,Woking, Royaume-Uni,juillet,2017,4,yes,fr
"['très', 'bon', 'séjour']","['hôtel', 'thème', 'aimer', 'voir', 'plus', 'déco', 'thème', 'voyons', 'bien', 'agit', 'ancien', 'hôtel', 'thème', 'cowboy', 'pen', 'chambre', 'très', 'propre', 'grande', 'problème', 'bruit', 'très', 'bien', 'dormi', 'somme', 'aller', 'cantina', 'faisait', 'parti', 'séjour', 'boutique', 'trouverez', 'mal', 'jouets', 'vêtements', 'notamment', 'ouvert', 'starbucks', 'comme', 'starbucks', 'parfait', 'navette', 'super', 'pratique', 'besoin', 'voiture', 'pendant', 'jours', 'plus', 'attendu', 'navette', 'minute', 'parc', 'sinon', 'peine', 'voulu', 'faire', 'remarque', 'sécurité', 'jamais', 'responsable', 'pouvait', 'rentrer', 'contact', 'svp…']",août,2022,Fondettes, France,août,2017,4,yes,fr
"['super', 'hotel', 'enfants', 'ravis']","['somme', 'venus', 'santa', 'nuits', 'noël', 'dernier', 'ravis', 'personnel', 'hôtel', 'très', 'gentil', 'chambres', 'propres', 'très', 'bien', 'décorées', 'thème', 'fille', 'elles', 'adoré', 'toutes', 'décos', 'gel', 'douche', 'savon', 'seul', 'regret', 'fait', 'personnages', 'hôtel', 'pendant', 'jours']",août,2022,Agen, France,décembre,2016,4,no,fr
['décevant'],"['somme', 'venus', 'weekend', 'famille', 'personnel', 'très', 'accueillant', 'chambres', 'petite', 'mal', 'insonorisées', 'mécontents', 'alors', 'arrivés', 'petit', 'déjeuner', 'catastrophe', 'gen', 'bousculent', 'self', 'très', 'mal', 'organisé', 'grand', 'importe', 'quoi', 'retournerais', 'certainement', 'hôtel']",août,2022,Wervicq-Sud, France,décembre,2016,2,no,fr
"['agréable', 'séjour']","['propre', 'sympa', 'trop', 'chaud', 'ventilateur', 'vraie', 'plaisanterie', 'air', 'circulation', 'the', 'room', 'très', 'sympa', 'serviable', 'cantina', 'restaurant', 'offrait', 'cuisine', 'excellente', 'navette', 'peu', 'trop', 'monde', 'toujours', 'heure']",août,2022,None, None,juillet,2017,4,no,fr
"['restons', 'toujours', 'santa', 'lors', 'visite']","['santa', 'hôtels', 'moins', 'chers', 'aussi', 'raisons', 'lesquelles', 'séjournons', 'toujours', 'voyage', 'globalement', 'assez', 'cher', 'troisième', 'visite', 'hôtel', 'doi', 'dire', 'beaucoup', 'mieux', 'dernière', 'fois', 'chambre', 'familiale', 'deux', 'adultes', 'lit', 'double', 'lit', 'superposé', 'somme', 'arrivés', 'assez', 'tôt', 'environ', 'heures', 'matin', 'pouvions', 'enregistrer', 'obtenir', 'billet', 'parcs', 'revenir', 'plus', 'tard', 'aprèsmidi', 'obtenir', 'clé', 'chambre', 'après', 'arrivée', 'fait', 'queue', 'prendre', 'photo', 'mickey', 'heureusement', 'donnent', 'adultes', 'sans', 'enfants', 'temp', 'prendre', 'photo', 'gen', 'hôtel', 'très', 'sympathiques', 'chambres', 'propres', 'article', 'toilette', 'sèchecheveux', 'serviette', 'propres', 'tous', 'les…']",août,2022,Koekelare, Belgique,juin,2017,4,no,en
"['cheveux', 'baignoire', 'chambre', 'trouvait', 'proche', 'entrée', 'hôtel', 'trop', 'bruits', 'impossible', 'dormir']","['trop', 'temp', 'attente', 'récupérer', 'billet', 'parcs', 'déconseille', 'personnes', 'chambre', 'entrée', 'hôtel', 'trop', 'bruillant', 'chose', 'importante', 'personnes', 'problèmes', 'santé', 'être', 'prioritaires', 'carte']",août,2022,None, None,juillet,2017,2,no,fr
"['beau', 'petit']","['belle', 'chambre', 'style', 'petite', 'chambre', 'rester', 'ici', 'adultes', 'enfants', 'juste', 'assez', 'grande', 'dormir', 'doucher', 'petit', 'déjeuner', 'dîner', 'parfaitement', 'organisés', 'très', 'bons', 'buffet']",août,2022,Dendermonde, Belgique,août,2017,3,no,nl
"['sympa', 'sans', 'plus']","['hotel', 'pratique', 'sympa', 'ensemble', 'petit', 'hic', 'nourriture', 'cantina', 'terrible', 'confort', 'moyen', 'niveau', 'lit', 'literie', 'généralle', 'prix', 'reste', 'évidemment', 'assez', 'cher', 'autres', 'hôtels']",août,2022,None, None,juillet,2017,3,no,fr
"['plus', 'jamais']","['hôtel', 'mérite', 'faire', 'partie', 'panel', 'hôtel', 'vieillissant', 'semble', 'chambre', 'encore', 'fois', 'vieillissante', 'odeur', 'insupportable', 'égout', 'salle', 'bain', 'lit', 'sale', 'état', 'matelas', 'très', 'mauvaise', 'qualité', 'paye', 'prix', 'service', 'très', 'mauvaise', 'qualité', 'next']",août,2022,Annecy, France,mai,2017,1,no,fr
"['séjour', 'féerique']","['passé', 'bon', 'séjour', 'hôtel', 'comme', 'habitude', 'petitdéjeuner', 'euro', 'personne', 'cher', 'bonne', 'qualité', 'accueil', 'personnel', 'surtout', 'boutique', 'lorsque', 'récupéré', 'achats', 'petits', 'soucis', 'logistique', 'chambre', 'pris', 'compte', 'conciergerie', 'temp', 'allions', 'restaurer', 'cantina']",août,2022,Clermont-Ferrand, Auvergne,juillet,2017,4,no,fr
['abordable'],"['prix', 'complexe', 'hôtel', 'très', 'bien', 'bon', 'petit', 'déjeuner', 'buffet', 'chambres', 'confortables', 'décorations', 'film', 'autobus', 'toutes', 'parc', 'chambres', 'maximum', 'premier', 'étage']",août,2022,Manresa, Espagne,août,2017,4,no,es
"['bonne', 'surprise']","['très', 'bon', 'accueil', 'personnel', 'chambre', 'prête', 'arrivée', 'chambre', 'propre', 'très', 'bon', 'état', 'attenteau', 'petit', 'déjeuner', 'buffet', 'complet', 'personnage', 'hotel', 'minute', 'pied', 'entrée', 'parc', 'manque', 'place', 'parking', 'assez', 'navette', 'aller', 'revenir', 'parc']",août,2022,Rouen, France,juillet,2017,4,no,fr
['parfait'],"['réception', 'bien', 'organisée', 'personnel', 'italien', 'hôtel', 'navette', 'ponctuelle', 'emmène', 'parc', 'minute', 'navette', 'magique', 'également', 'excellent', 'service', 'chambres', 'grandes', 'moyennes', 'hôtels', 'français', 'thème', 'mignon', 'image', 'personnages', 'viennent', 'visiter', 'prendre', 'photo', 'hôtel', 'tous', 'matins', 'demipension', 'pratique', 'très', 'cher', 'dîner', 'buffet', 'chacun', 'compris', 'eau', 'distributeur', 'automatique', 'beaucoup', 'nourriture', 'bonne', 'qualité', 'climatisation', 'chambre', 'nécessaire', 'fait', 'jamais', 'trop', 'chaud', 'seul', 'hôtel', 'sans', 'piscine', 'besoin', 'parc', 'toute', 'journée', 'aire', 'jeux', 'enfants', 'pourrait', 'être', 'améliorée', 'deux', 'table', 'interactives', 'restaurant', 'espace…']",août,2022,Grosseto, Italie,juillet,2017,4,no,it
"['bonne', 'base', 'amuser']","['énormément', 'apprécié', 'séjour', 'paris', 'membres', 'personnel', 'tous', 'très', 'serviables', 'sympathiques', 'constaté', 'général', 'bonjour', 'madamemonsieur', 'loin', 'lancer', 'boniment', 'somme', 'arrivés', 'hôtel', 'santa', 'temp', 'utile', 'repas', 'soir', 'réservé', 'juste', 'avant', 'quitter', 'royaumeuni', 'chambre', 'prête', 'demipension', 'anniversaire', 'bien', 'fonctionné', 'malheureusement', 'pouvions', 'prendre', 'petits', 'déjeuners', 'café', 'hyperion', 'sans', 'payer', 'supplément', 'simplement', 'intégré', 'plan', 'heures', 'magiques', 'petitdéjeuner', 'comprenait', 'sandwich', 'petitdéjeuner', 'style', 'mcmuffin', 'œufs', 'petit', 'pain', 'confiture', 'jus', 'orange', 'morceau', 'eau', 'boisson', 'chaude', 'croissant', 'pain', 'chocolat', 'délicieux', 'bien', 'après', 'jours…']",août,2022,Sheffield, Royaume-Uni,juillet,2017,4,no,en
"['parcs', 'thème']","['honnêtes', 'hôtel', 'allez', 'hôtel', 'aller', 'parcs', 'attraction', 'plus', 'tôt', 'prévu', 'revenions', 'tard', 'soir', 'demander', 'plus', 'hôtel', 'voulez', 'quelque', 'chose', 'propre', 'lit', 'confortable', 'bonne', 'salle', 'bains', 'proximité', 'parc', 'thème', 'hôtel', 'remplit', 'tous', 'critères', 'voulez', 'luxe', 'allez', 'voulez', 'endroit', 'abordable', 'normes', 'alors', 'allezy', 'yeux', 'fermés', 'petit', 'déjeuner', 'bon', 'vaut', 'mieux', 'arriver', 'tôt', 'quand', 'réussi', 'faire', 'sandwich', 'petitdéjeuner', 'emporter', 'parcs', 'déjeuner', 'occasion', 'rencontrer', 'caractère', 'tous', 'jours', 'pour…']",août,2022,Worsley, Royaume-Uni,avril,2017,4,no,fr
"['endroit', 'calme', 'personnel', 'super', 'attention']","['endroit', 'super', 'calme', 'reposer', 'après', 'journée', 'parcs', 'personnel', 'très', 'attentionné', 'hôtel', 'installé', 'voitures', 'cinéma', 'petit', 'déjeuner', 'correct', 'dîner', 'acceptable', 'buffet', 'rapport', 'qualité', 'prix', 'correctsans', 'aucun', 'doute', 'vivement', 'recommandé', 'revenons', 'recommencerons']",août,2022,Gorliz, Espagne,juillet,2017,5,no,es
"['lune', 'miel', 'famille']","['neuf', 'visité', 'célébrer', 'lune', 'miel', 'frère', 'nouvelle', 'famille', 'combinée', 'dit', 'réservé', 'hôtel', 'moins', 'cher', 'attendais', 'grandchose', 'trouvé', 'hôtel', 'juste', 'travail', 'familles', 'chambres', 'confortables', 'baignoire', 'décorées', 'thème', 'petit', 'déjeuner', 'continental', 'copieux', 'hôtel', 'très', 'grand', 'certaines', 'chambres', 'éloignées', 'réception', 'allez', 'attendezvous', 'faire', 'beaucoup', 'marche', 'séjourné', 'hôtels', 'plus', 'luxueux', 'trois', 'nuits', 'enfants', 'idéal', 'propre', 'confortable']",août,2022,Nottingham, Royaume-Uni,juillet,2017,5,no,en
"['rock', 'cette', 'ambiance']","['première', 'fois', 'établissement', 'pris', 'navette', 'magique', 'paris', 'cdg', 'enregistrement', 'indolore', 'mystères', 'système', 'bons', 'clairement', 'expliqués', 'chambre', 'prête', 'bagages', 'laissés', 'gratuits', 'alors', 'suffit', 'déposer', 'sac', 'prendre', 'navette', 'parc', 'chambre', 'propre', 'thème', 'gel', 'douche', 'oreilles', 'mickey', 'mouse', 'personnel', 'désolé', 'cast', 'member', 'toujours', 'très', 'bon', 'dégageait', 'ambiance', 'positive', 'hôtel', 'minute', 'pied', 'parc', 'seul', 'reproche', 'manque', 'climatisation', 'ventilateur', 'plafond', 'fonctionne', 'temp', 'bruyant', 'exacerbé', 'fait', 'fenêtre', 'chambre', 'très', 'réticente', 'ouvrir', 'audelà', 'pouce', 'pensais', 'caractéristique', 'conception', 'note', 'dit', 'fenêtre', 'que…']",août,2022,None, None,juillet,2017,4,no,en
"['dormir', 'sans', 'dépenser', 'patrimoine']","['hôtel', 'deux', 'étoiles', 'sans', 'plus', 'climatisation', 'juste', 'ventilateur', 'plafond', 'juillet', 'chambre', 'terriblement', 'chaude', 'nuit', 'heureusement', 'moustiques', 'ouvrant', 'fenêtre', 'pouvait', 'très', 'bien', 'dormir', 'petit', 'déjeuner', 'très', 'simple', 'peu', 'varié', 'hôtel', 'trouve', 'minute', 'pied', 'parcs', 'bien', 'desservi', 'bus', 'passe', 'toutes', 'minute', 'devant', 'réception', 'sauf', 'nuit', 'quantité', 'monde', 'après', 'feu', 'artifice', 'vaut', 'mieux', 'marcher', 'vingt', 'minute', 'plu', 'lorsque', 'somme', 'allés', 'somme', 'allés', 'parcs', 'non', 'hôtel', 'celuici', 'sans', 'être', 'moins', 'cher', 'permis', 'réaliser', 'économies', 'considérables', 'rapport', 'meilleurs', 'hôtels', 'plus', 'proches']",août,2022,Grenade, Espagne,août,2017,3,no,es
"['quelques', 'minute', 'pied']","['longue', 'file', 'attente', 'arrivée', 'moins', 'pendant', 'weekend', 'faut', 'attendre', 'luxueux', 'chambres', 'propres', 'air', 'conditionné', 'pouvez', 'également', 'prendre', 'busnavette', 'gratuit', 'hôtel', 'environ', 'toutes', 'minute', 'manqué', 'bus', 'pourrez', 'également', 'promener', 'parc', 'environ', 'minute']",août,2022,Gand, Belgique,juillet,2017,4,no,fr
"['dépaysement', 'total']","['très', 'bel', 'hôtel', 'thème', 'chambre', 'magnifique', 'vue', 'rivière', 'thème', 'western', 'hôtel', 'cheyenne', 'juste', 'face', 'rendre', 'parcs', 'possible', 'suivre', 'cours', 'rivière', 'balade', 'super', 'agréable']",août,2022,None, None,juillet,2017,5,no,fr
['bien'],"['bel', 'agréable', 'hôtel', 'style', 'occidental', 'bonne', 'nourriture', 'hôtel', 'chambres', 'belle', 'propres', 'personnel', 'amical', 'aimez', 'cuisine', 'mexicaine', 'endroit', 'faut', 'navette', 'hôtel', 'parc', 'incluse']",août,2022,Menen, Belgique,septembre,2016,4,no,nl
"['super', 'bien', 'situé']","['venons', 'rentrer', 'super', 'séjour', 'amis', 'chambre', 'standard', 'lit', 'double', 'trouvé', 'assez', 'grand', 'passent', 'nuits', 'lit', 'très', 'confortables', 'chambre', 'très', 'propre', 'thème', 'voitures', 'drôle', 'passé', 'beaucoup', 'temp', 'chambre', 'particulièrement', 'luxueux', 'prix', 'somme', 'très', 'satisfaits', 'trajet', 'agréable', 'minute', 'marche', 'aller', 'parc', 'service', 'navette', 'pratique', 'peut', 'être', 'très', 'fréquenté', 'temp', 'beau', 'conseille', 'marche', 'pouvez', 'aussi', 'aller', 'garer', 'heures', 'plus', 'tôt', 'prévu', 'partir', 'super', 'hôtel', 'éviter', 'file', 'attente', 'absorber', 'atmosphère…']",août,2022,Glasgow, Royaume-Uni,août,2017,4,yes,fr
['sejour'],"['très', 'bon', 'hôtel', 'proche', 'parc', 'peu', 'bruit', 'chambre', 'propre', 'petit', 'déjeuné', 'choix', 'peu', 'bruyant', 'service', 'bus', 'parc', 'très', 'rapide', 'peu', 'attente', 'personnel', 'serviable', 'accueillant']",août,2022,None, None,juillet,2017,5,no,fr
"['santa', 'juillet']","['hôtel', 'santa', 'très', 'bon', 'hôtel', 'étoiles', 'cuisine', 'restaurant', 'bonne', 'comme', 'demi', 'pension', 'sais', 'payé', 'plein', 'pot', 'manger', 'prix', 'comparable', 'celle', 'autres', 'chambres', 'excellente', 'qualité', 'comme', 'service', 'chambre', 'tous', 'jours', 'douche', 'seule', 'chose', 'conseille', 'zone', 'asseoir', 'dehors', 'prendre', 'verre', 'café', 'après', 'fini', 'parcs', 'températures', 'degrés', 'plus', 'être', 'intérieur', 'air', 'conditionné', 'bien', 'chambres', 'hôtel', 'deux', 'étoiles', 'peutêtre', 'appropriés', 'service', 'navette', 'bus', 'rendre', 'parcs', 'excellent']",août,2022,Glasgow,None,juillet,2017,4,no,fr
"['super', 'séjour']","['beaucoup', 'apprécié', 'ambiance', 'hôtel', 'accueillir', 'familles', 'pouvait', 'attendre', 'autres', 'hôtels', 'plus', 'près', 'utilisé', 'service', 'navette', 'aller', 'pied', 'vraiment', 'problème', 'navette', 'tellement', 'fréquents']",août,2022,Lisburn, Royaume-Uni,juillet,2017,4,no,fr
['bien'],"['énorme', 'hôtel', 'type', 'mexicain', 'chambre', 'commencent', 'vieillir', 'climatisation', 'gros', 'ventilateur', 'plafond', 'échange', 'salle', 'bain', 'très', 'petite', 'baignoire', 'très', 'petite', 'aussi', 'petit', 'déjeuner', 'convenable', 'beaucoup', 'chose', 'salle', 'très', 'bruyante', 'certainement', 'cause', 'énorme', 'taille', 'personnel', 'très', 'agréable']",août,2022,Thonon-les-Bains, France,juillet,2017,4,no,fr
"['hôtel', 'simple', 'faut', 'aller', 'hors', 'saison']","['réservé', 'hôtel', 'pension', 'complète', 'traversée', 'ferry', 'jours', 'ticket', 'parcs', 'dont', 'buffalo', 'bill', 'dinner', 'show', 'moins', 'personne', 'prixlà', 'extrêmement', 'satisfaits', 'hôtel', 'rien', 'spécial', 'simplement', 'endroit', 'reposer', 'aimé', 'thème', 'voitures', 'air', 'besoin', 'petite', 'rénovation', 'prix', 'accessible', 'pied', 'parc', 'alternativement', 'navette', 'gratuite', 'vient', 'toutes', 'minute', 'petit', 'déjeuner', 'sou', 'forme', 'buffet', 'salle', 'manger', 'peu', 'sale', 'nombre', 'personnes', 'enfants', 'utilisaient', 'surpris', 'mangé', 'temp', 'aux…']",août,2022,Leeds, Royaume-Uni,février,2017,4,no,fr
['bien'],"['hôtel', 'correct', 'contre', 'literie', 'très', 'bonne', 'petit', 'déjeuner', 'cher', 'goût', 'euro', 'franc', 'pain', 'croissant', 'confiture', 'céréale', 'jambon', 'blanc', 'mortadelle', 'bon', 'savent', 'pertinemment', 'serum', 'blindé', 'raison', 'profiter']",août,2022,Montagnat, France,juillet,2017,3,no,fr
"['chambre', 'décevante', 'bon', 'accueil']","['moquette', 'sol', 'saleté', 'incrustéeventilateur', 'plafond', 'non', 'réglable', 'cafards', 'trouvés', 'salle', 'bain', 'vétuste', 'aérée', 'literie', 'correcte', 'voyagé', 'bébé', 'matelas', 'lit', 'trop', 'fin', 'dormir']",juil,2017,None, None,juillet,2017,3,no,fr
"['père', 'noël']","['salle', 'bain', 'pourrait', 'être', 'plus', 'propre', 'rien', 'spécial', 'correct', 'prix', 'juste', 'dormir', 'chambre', 'propre', 'salle', 'bain', 'propre', 'gel', 'douche', 'disponible']",juil,2017,Schneisingen, Suisse,juillet,2017,3,no,de
"['tres', 'bon', 'hotel']","['suite', 'offre', 'très', 'intéressante', 'vente', 'privée', 'séjourné', 'hôtel', 'situé', 'quelques', 'minute', 'parc', 'décembre', 'chambres', 'grandes', 'propres', 'thème', 'enfants', 'adoré', 'réservation', 'hôtel', 'parc', 'internet', 'attente', 'accueil', 'hôtel', 'très', 'très', 'longue', 'personnel', 'sympathique', 'petit', 'déjeuner', 'compris', 'celui', 'trouve', 'bâtiment', 'accueil', 'encore', 'faut', 'attendre', 'réfectoire', 'énorme', 'toujours', 'bondé', 'petit', 'déjeuner', 'présente', 'sou', 'forme', 'buffet', 'copieux', 'diversifiépour', 'rendre', 'parc', 'navettes', 'misent', 'place', 'passe', 'devant', 'hôtel', 'choisi', 'rendre', 'voiture', 'parking', 'gratuit', 'séjournez…']",juil,2017,Saint-Dizier, France,décembre,2016,4,yes,fr
['maximum'],"['hôtel', 'super', 'propre', 'nourriture', 'très', 'bonne', 'quelque', 'chose', 'monde', 'bien', 'sûr', 'petit', 'belle', 'expérience', 'également', 'très', 'facile', 'prendre', 'bus', 'emmène', 'parcs', 'attendre', 'longtemps', 'manqué', 'très', 'belle', 'expérience', 'toute', 'famille']",juil,2017,None, None,juillet,2017,5,no,nl
"['très', 'bon', 'rapport', 'qualitéprix']","['personnel', 'souriant', 'chambre', 'impeccable', 'déçu', 'petit', 'déjeuner', 'espace', 'immense', 'opposé', 'buffet', 'très', 'moyen', 'regard', 'prix', 'parle', 'prix', 'repas', 'préféré', 'sandwich', 'salade', 'bar']",juil,2017,Bordeaux, France,juillet,2017,4,no,fr
['correct'],"['hôtel', 'bon', 'petit', 'déjeuner', 'quelques', 'bons', 'lit', 'nécessaire', 'passer', 'toute', 'journée', 'parc', 'dormir', 'deux', 'parc', 'ferez', 'promenade', 'autour', 'rivière', 'également', 'service', 'bus', 'bien', 'parfois', 'deviez', 'attendre', 'grande', 'accumulation', 'personnes', 'moment', 'clés']",juil,2017,None, None,juillet,2017,3,no,es
['sympas'],"['décor', 'magnifiqueaccueil', 'prochambre', 'correct', 'simplepetit', 'déj', 'extra', 'profusion', 'repas', 'plus', 'cher', 'repas', 'pris', 'extérieurnous', 'passez', 'nuit', 'trois', 'jours', 'retournerais', 'quelques', 'année', 'voyage', 'global', 'coûte', 'peu', 'cher']",juil,2017,Moncayolle-Larrory-Mendibieu, France,décembre,2016,4,no,fr
['caractéristique'],"['invités', 'bel', 'hôtel', 'style', 'mexicain', 'chambre', 'propre', 'grande', 'petite', 'salle', 'bain', 'problème', 'habituel', 'bidet', 'manquant', 'navette', 'pratique', 'parc', 'coûts', 'élevés', 'personnel', 'gentil', 'poli']",juil,2017,torino,None,juillet,2017,4,no,it
