titre_comm,comm,date,loc,note,photo
Super séjour,"Une nuit au Disney’s Newport Bay club digne d’un séjour magique! Intérieur très beau, propre et surtout très calme. Le personnel est aussi très accueillant et disponible. Je conseille, autant en couple qu’en famille. Nous avons pu rencontrer Mickey dans l’hôtel! ",627elodieg a écrit un avis (déc. 2017),"None, None",bubble_50,no
Sympa mais trop d'attente de navettes,Je trouve pas normal que dans un hôtel 4 clés le rythme de passage de navette soit si mal organisé et l'arrêt à la station le plus loin. Ils annonce 15 min. de fréquence mais compter plutôt 20 à 25 min. vu la saison c'est inadmissible . Je suis très déçu de ça sinon l'hôtel est sympa ,666cyrilp a écrit un avis (déc. 2017),"La Valette-du-Var, France",bubble_40,no
Magique et excellent,Merci pour ce moment magique. Service client parfait. À l’année prochaine. Je remercie l’accueil à l’hôtel Newport et au service requit lors de l’arrivée et le départ de notre séjour à Disney. Magnifique moment ,benjamindF2757FW a écrit un avis (déc. 2017),"None, None",bubble_50,no
Toujours aussi bien,"Deux jours avec ma fille à Disney land Paris avec logement au Newport Bay Club. L'hotel est toujours aussi magnifique, seuls deux bémols: l'horrible file d'attente vers 15h pour recevoir les clefs alors qu'on avait déjà fait la queue le matin-même pour le check-in et les mitigeurs des douches et lavabos: trop sensibles et eau beaucoup trop chaude...graves brulures possibles! Faites très attention aux plus petits...  Pour le reste, comme d'habitude, c'est le monde merveilleux du RAP: Réserver, Attendre et Payer. Tout est en option payante, avec des gens qui vous passent grâce à leurs fastpass, super fastpass, carte VIP, gold, master gold et je dois en passer. Bref, vive la guerre des mondes. On a l'impression de voyager en troisième classe à bord du Titanic...alors qu'on a…",Bod1981 a écrit un avis (déc. 2017),Belgique,bubble_40,no
Un autre monde ...,"Ne cherchez surtout pas à comparer avec nos hôtels habituels ! L'hôtel compte plus de mille chambres et suites ! Avec en plus une multitude de services. Tout est bien tenu et organisé mais un 4 étoiles à Disney n'a pas les références d'un 4 étoiles habituel, sauf pour l'addition. Mais on est très proche du parc et une navette régulière entre parc et hôtel évite les soucis de parking. Le petit déjeuner est somptueux et mérite son tarif. (De ce point de vue, bien des hôtels devraient s'en inspirer). Tout est disponible en quantité et en fraîcheur. La propreté est également de rigueur, sans oublier l'accueil discret et efficace.",Michel B a écrit un avis (déc. 2017),"Rouen, France",bubble_40,no
Un changement pour 3 jours,Très beau séjour en famille avec du personnel toujours agréable et les restaurants sont magnifiques avec des thèmes toujours différent mais manque d'hygiène dans les toilettes du parc et les couloirs de l'hôtel c'est dommage,S190EVvirginieb a écrit un avis (déc. 2017),Saint Marcel ,bubble_40,no
Très bien,L’hôtel et tres bien rien na dire le dîner et le déjeuner au top petit point négatif dans le parc Disneyland paris se studio nous pouvons plus fumer librement pour un peut bête je trouve un peut bête pour un parc ouvert au public extérieur sait le seul parc où je vois des sonne fumeur.   Très bon séjour à refaire ,674angeliquer a écrit un avis (déc. 2017),"None, None",bubble_40,no
Movaise expérience,Mal positioner par aport au demande je sui andicape jai demande  une chambre adapter chose qui na pas faits  les agent de restaurant on étais vraiment tres agressif parce que mais enfants sont rentrée dans le resto pour voir les personnage ,Chanay34 a écrit un avis (déc. 2017),"None, None",bubble_10,no
Un peu decevant,Nous avons réservés un week end pour 5 personnes En prenant nos clefs à 23 hrs nous avons eu la surprise que la chambre était pour 4 Effectivement le cinquième lit n'était pas fait et bien sûr le lendemain matin 4 serviettes de bain pour une chambre prévu pour 5. Pourtant à la réception et à leur demande nous remplissons les noms des personnes !!! Vu le prix pour un WE je trouve cela un peu decevant,jmarcr2017 a écrit un avis (déc. 2017),"None, None",bubble_30,no
satisfait comme d'habitude,"accueil chaleureux, agréable surprise dans la chambre avec la présence d'une peluche et de chocolats il nous a semblé que les décors de noël  étaient moins nombreux qu'avant. personnel sympa et les repas au cap code sont variés, bons et à volonté.",11jeanclauded a écrit un avis (déc. 2017),Ste Severe Sur Indre,bubble_40,no
Mon hôtel disney préféré,"Etant une grande fan du parc, j'ai eut l'occasion de pratiquement dormir dans les différents hôtels. Et le Newport Bay est de loin mon préféré. Un accueil chaleureux et souriant. Une hôtesse d'accueil hyper sympa. Je recommande fortement.",Amélie W a écrit un avis (déc. 2017),"None, None",bubble_50,no
La classe 👍,"Bien accueillis.  super la chambre, la salle et le buffet magnifique !!  Très bien la piscine mais quand même  un peu froide et froid pour arriver des douches au vestiaire !!  Pratique près du village et parc.... Pas besoin de la navette ",41virginyr a écrit un avis (déc. 2017),"None, None",bubble_50,no
Médiocre,"Un hôtel bien situé, mais c'est tout !  La personne à l'accueil ne connaissait pas bien le parc, pas d'infos pour trouver la chambre et alors déception totale justement sur la chambre!  Pas digne d'un 4*",Soizic A a écrit un avis (déc. 2017),Grenoble,bubble_20,no
pas extra,"dommage que les adultes se prennent pour des enfants!! se faire bousculer pendant les files d'attente par des adultes pressés de faire des manèges ( même des manèges d'enfants!!), se faire bousculer pour faire une photo avec un personnage... dommage que les toilettes ne soient pas plus nettoyées... dommage qu'il y ait autant d'attente pour certains manèges: plus d'une heure trente!!! concernant l'hôtel: moquette sale (tâchée, cheveux...), pas d'indications pour se repérer...",carolinebZ2098JQ a écrit un avis (déc. 2017),St Andre Les Vergers,bubble_30,no
magnifique séjour dans cet hôtel,"1er séjour dans cet hôtel, la chambre en compass club était très bien. Nous avons apprécié le fait de pouvoir déjeuner dans un salon privé avec un large choix de produits frais et de qualité. Hôtel magnifique avec un personnel agréable et à l'écoute. Seul petit bémol pour le parking qui n'est pas salé l'hiver donc très glissant, il manque également d'éclairage. Mais nous recommandons vivement le Newport Bay Club pour un agréable séjour.",peggychris59 a écrit un avis (déc. 2017),"Feignies, France",bubble_50,no
Très bon séjour dans cet hôtel,"Au moins la 5ème fois dans cet hôtel et une séjour toujours très bien. Le seul problème cette fois-ci quand on compare à nos autres séjours c'est la différence de prix quand on rajoute les petits déjeuners, maintenant c'est beaucoup beaucoup plus cher...",913sylvainz a écrit un avis (déc. 2017),"None, None",bubble_40,no
Bof,C’est la 3 eme fois qu’on allait dans cet hôtel et là j’ai vraiment été déçu  Pas de chauffage 2 serviettes pour 4 2 gel douche pour 4 le resto buffet vraiment limite la télécommande de la télé qui ne fonctionne pas vraiment pas une bonne expérience je pense qu’on changera la prochaine fois ,Marine S a écrit un avis (déc. 2017),"Nice, France",bubble_30,no
Hôtel prestige ,"C’est mon 2ème séjour dans cet hôtel, toujours aussi bien ma chambre 1110 était très bien, très bon lit juste un peu loin de la réception mais ça va . Le petit déjeuner très bon et super choix. Le personnel est aimable et attentif . À bientôt ",yvanoenice a écrit un avis (déc. 2017),nice,bubble_50,no
Séjour inoubliable,Nous avons passés trois jours pleins de magie  à refaire hôtel très beau accueil  souriant et agréable les chambres bien dans le thème je le recommande pour mon prochain séjour j y retournè sans hésitation ,Kate L a écrit un avis (déc. 2017),"None, None",bubble_50,no
Génial!!!,Accueil au top! Personnel chaleureux et aux petits soin qui prend le temp de nous accueillir et de nous écouter !! Établissement très propre et calme!! Très sécurisé avec contrôle à l’entrée de l’hotel! Hôtel magnifique a l’extérieur et à l’intérieur!!,1983romainM a écrit un avis (déc. 2017),"None, None",bubble_50,no
Qualité Disney !,"La qualité reconnue de Disneyland Paris est au rendez-vous ! Petits et grands sont ravis ! De manière générale dans le parc et les hôtels, la restauration est assez chère en revanche, sans gâcher le reste pour autant !",Pchitt81 a écrit un avis (déc. 2017),France,bubble_50,no
La magie opère!,"Accompagnée de mes deux petites princesses, séjour parfait au Newport. Accueil sans faute, hôtel rénové, petit déjeuner gargantuesque, dîner tout à fait correct et en prime une séance photo avec Donald! Un rêve éveillé pour mes enfants 😃 ",emiliedP9856HB a écrit un avis (déc. 2017),"None, None",bubble_50,no
Décevant,"Nous sommes partit en couple avec un bébé de 2mois et demi du 4 au 5 décembre 2017.  Nous sommes arrivés vers 13h et n'avons pas pu avoir la chambre malgré le fait d'avoir un bébé en bas âge. Nous avons donc du changer le petit pour le parc (habillé en combi et changer son lange) dans les toilettes dames sur un ""plan à langer"" en carrelage froid et inconfortable! La chambre nous a été donnée avec une TV en panne et malgré le technicien qui est venu, on ne nous a avertit qu'a passé 21h que ce n'était pas possible de résoudre la panne suite à notre appel à la réception. Nous proposer de changer de chambre à cette heure la n'etait pas possible avec un bébé fatigué qui devait encore prendre son bain. Bébé qui a dormi avec moi dans un lit double car le lit bébé était pour nous de…",Emma-Yo a écrit un avis (déc. 2017),"Nivelles, Belgique",bubble_30,no
Un peu décevant,Notre chambre se situe dans une aile très loin de la réception et de la salle de restaurant. Chambres bruyante du à la proximité du chapiteau Disney Event soufflerie toute la nuit et TV hors service. Il nous semble que dans un hôtel de ce standing tout devrait être checké avant l’arrivée des clients. Grande surprise petit déjeuner payant sans les personnes de Disney grande déception de notre enfant. À part ça bonne literie et personnel sympa. ,Nathalie K a écrit un avis (déc. 2017),"La Rochelle, France",bubble_30,no
NEWPORT BAY CLUB,"Dans l'ensemble, très bien, personnel agréable et souriant, literie excellente on a très bien dormi, chambre propre et très jolie, bien décoré, féerique pour les enfants et pour nous aussi juste un peu de saleté au sol dans la salle de bain  à notre arrivé mais ce n'est pas grave. Dans l'ensemble c'est un très, très bon hôtel, c'étais super!! que de bon souvenir et bravo pour la sécurité ainsi que le petit magasin de souvenir",171maellec a écrit un avis (déc. 2017),"None, None",bubble_40,no
Super accueil hôtel magnifique,"Voyage chez Disney magique il n’ya pas d’autres mots la féerie par excellence. Le personnel est à la hauteur, on est cocooné, très bien informé des spectacles des animations, du fonctionnement de l’hotel 👏 ",52cedrict a écrit un avis (déc. 2017),"None, None",bubble_50,no
Bien rénové mais ...,"La rénovation ayant eu lieu depuis ma dernière visite dans cet hôtel, il faut avouer que c'est assez réussi et de bon goût. Cependant, la frénésie tarifaire de la souris aux grandes oreilles a encore frappé ... Je trouve plus que mesquin de supprimer les frigos ainsi que les bouilloires des chambres sous un pseudo prétexte de casse par les clients sachant qu'on se trouve quand même dans un 4 étoiles. Disons que c'est parfait pour obliger les gens a consommer un max ... Globablement les chambres sont propres même si j'ai connu mieux. L'accueil est correct mais ça dépend vraiment sur qui on tombe (la réceptionniste qui nous a fait le checkout était particulièrement désagréable du genre ""contente d'être là""). La boutique de l'hôtel est sympa et les gens agréable mais d'une manière…",Raphael T a écrit un avis (déc. 2017),"Louvain-la-Neuve, Belgique",bubble_30,no
Merveilleux séjour !,"Très bon séjour, expérience extraordinaire, très belle hôtel , chambre agréable dommage pour le nettoyage de la salle de bain et des sanitaires plus tôt limite ! Idéalement placé à même pas 15mns à pied permettant de s'organiser les petits déjeuners et autres repas hors de l'hôtel sans trop dépasser le budget",A8651RZsophied a écrit un avis (déc. 2017),"None, None",bubble_40,no
Bienvenue à bord,"Je viens de passer 2 jours dans le parc dont une nuit dans cet hotel. L'offre comprennait une demi pension plus et petit déjeuner. Parking pour la voiture, top. Service d'enregistrement top. Attention, n'oubliez pas de réserver votre place si vous voulez manger dans le resto de l'hôtel. Nous avons oublié de le faire. En rentrant vers 20h00. Une proposition pour 22h00, trop tard pour nous donc on nous propose le room service. Le prix est de 10 euros. Nous avons prix le plat de ravioles champignons avec la salade de fruit pour moi c'était bon mais pour ma meilleure amie pas assez suffisant. Il manque dans la chambre un mini bar, une machine à expresso ou the et couvertures si besoin. Très bonne literie. Salle de bain propre. Personnels hyper souriants et gentils. Ce qui nous a bcp…",monalizza77 a écrit un avis (déc. 2017),France,bubble_40,no
bof bof,"accueil plus que moyen surtout pour des clients compass, demande particuliere demande plusieurs mois a l'avance et pas honoré, retard pour recuperer les clés, un jour de pluie resultat tous malades super le voyage ....",christelles318 a écrit un avis (déc. 2017),Grasse,bubble_20,no
Très bien,Très bien. Par contre les petits déjeuner au Newport Bay Club sont bien trop chers.  Toujours très compliqué pour se restaurer.. voir le parcours du combattant pour un week-end comme celui-ci. L'accueil est très agréable.,349cedricc a écrit un avis (déc. 2017),"None, None",bubble_40,no
HOTEL NEXWPORT BAY BIEN RENOVE MAIS TOUJOURS AUTANT DE DESORGANISATION A LA RECEPTION ET DANS LE PARC,"Disney est toujours aussi féerique, autant pour les enfants que pour les adultes, seulement, quel manque d'organisation cruel tant dans les hôtels, que dans les restaurants et dans le parc! a se demander, même, si ce n'est pas fait exprès! Quand on compare à d'autres parcs d'attractions du Benelux, pour ne pas le citer, l'organisation y est tout autre et avec bcp moins de personnel en plus! Toutefois, un gros effort a a été fait au niveau de certaines rénovations d'attractions et des spectacles!",candicel613 a écrit un avis (déc. 2017),"None, None",bubble_40,no
indigne d'un 4 étoiles,"Une partie du personnel n'est pas aimable et encore moins souriante, nous avions l'impression de déranger (accueil et restauration), seules les femmes de ménage étaient agréables et polies. On peut comprendre, vu le monde, que le new port soit devenu une cantine populaire et un hall de gare. Dommage quand on fait le choix d'un hôtel 4 étoiles. Un conseil  : évitez le restaurant de l'hôtel le Cape Cod, cher (pour ce que c'est), bruyant, sale, serveuses incompétentes, par contre rien à dire pour le Yatch club, personnel haut de gamme mais prix élevés. Evitez de prendre la pension pretium si vous n'avez pas réservés assez tôt au Jack/ Cendrillon/ chez Rémi/ Inventions/ Yatch Club car ces restaurants sont complets, a la place, vous devrez déjeuner ou diner dans des restaurants bas…",O6574OFxavierd a écrit un avis (déc. 2017),"None, None",bubble_20,no
Séjour magique,"Hôtel très bien placé à 10 min à pied , confortable et à la décoration qui fait prolonger la magie du parc . Le personnel est au petit soin , nous avons passé un séjour parfait , et n’hesiterons pas à revenir ",Berthelota a écrit un avis (déc. 2017),"Paris, France",bubble_50,no
DOMMAGE,"15 ans et plus de 17 séjours dans cet hotel. Il vient d'être refait à neuf, nous en avons profité en Février c'était merveilleux. Nous revenons en décembre et les traces de pieds sur les frises murales, tous les miroirs des parties privatives ou communes tochonnés, le tuyau de douche déformé qui ne laisse plus passer l'eau froide, les serviettes de toilette très abimées, le jaccuzzi en panne, le personnel de nettoyage qui nous a pressé par 3 fois entre 9h et 11h pour faire le service hotelier (même gentillement), plus de petit carton NE PAS DERANGER afin de prévenir que nous souhaitions nous reposer.....et la fin des petits déjeuners inclus....Autant de magie supprimée qui nous rappelle nos politiques économiques drastiques !!! Dommage.....on venait se détendre après une année…",mamandeclothilde a écrit un avis (déc. 2017),"Cannes, France",bubble_20,no
Très bel hôtel mais manque de propreté ...,"L'hôtel est vraiment très beau et dépaysant, mais malheureusement la propreté de notre chambre n'était pas du tout à la hauteur du prix dépensé pour ce petit weekend de 2 jours et une nuit. Nous sommes donc assez déçu de ça.  ",guillaumegrenier63 a écrit un avis (déc. 2017),"Montluçon, France",bubble_30,no
Séjour en couple,Très bon accueil à notre arrivée. Les mesures de sécurités sont de mise et nous rassurent. Les chambres sont impeccables et la restauration de qualité. Le personnel est très aimable et serviable. Tout est fait pour nous satisfaire.,Jessica M a écrit un avis (déc. 2017),Burdignin,bubble_50,no
Nuit à Disney,"Même si la magie de Disney est bien là, les chambres sont vieillissantes, une rénovation serait la bienvenue ! Personnel très serviable. Chambre bien insonorisée et literie confortable. Petit déjeuner très bien avec un grand choix.  ",cariparideux a écrit un avis (déc. 2017),"Dole, France",bubble_40,no
bien,"tres bien dans l'ensemble, l'eau de la piscine un peu plus chaude serait bien surtout en hiver, les couloirs et communs à surveiller par endroits, j'y retournerai sans hésiter , le personnel est charmant",Yolande D a écrit un avis (déc. 2017),"Aiseau-Presles, Belgique",bubble_50,no
magique! mais peut mieux faire....,"Nous sommes partis deux jours à Disneyland paris, au Newport bay club.C'est notre hôtel préféré! L'hôtel a été remis à neuf depuis notre dernière visite... Je préférais les meubles blancs et le mobilier des autres fois. Nous avions choisi la formule Disney express afin de ne pas perdre de temps. Nous sommes rentrés à l'hôtel vers 17h, nous étions compass club. Une des valises se trouvait à la bagagerie et l'autre déjà dans notre chambre...dommage pour ce manque d'organisation!!! quelle perte de temps!!! Nous avons pris le repas du soir au cape cood. Un magnifique buffet, des serveurs compétents et sympathiques...mais un chauffage qui ne fonctionnait pas très bien!!!! Après une journée dans le parc par temps froid comme ce we, on aspire à manger au chaud! Nous sommes alors…",dominique J a écrit un avis (déc. 2017),"Liège, Belgique",bubble_30,no
Service non satisfaisant,"J’ai été très déçue de la lenteur de la prise en charge au bar lorsque je suis allé boire une infusion Je suis très déçue du manque d’attention de toute l’equipe Car je suis venue pour l’anniversaire de mon filleul qui avait un badge et je n’ai eu aucune attention du personnel, étant déjà venue plusieurs fois j’ai connu et vu des situations ou l’equipe Portait plus d’attention.",377christellen a écrit un avis (déc. 2017),"None, None",bubble_30,no
Très bon week-end !!,"Nous avons passé un très bon week-end !! Bel hôtel, propre, Personnel agréable, petit déjeuner au top !!! large choix à volonté. Pendant la période de Noël c’est magnifique, à refaire sans hésiter !!!",laurech2017 a écrit un avis (déc. 2017),"None, None",bubble_40,no
magnifique,"je vais chaque année a disneyland paris, se monde magique si fascinant, hôtel parfais, des séjours inoubliable et de bonne formule pour passer un bon moment. personnel hyper sympathisque et a votre écoute vraiment merci a tous le personnel",patricem172 a écrit un avis (déc. 2017),"None, None",bubble_50,no
Séjour Newport Bay club Disneyland,"Déçu de l hôtel et de l accueil. Il nous ont soit disant surclassé en chambre mais sans les avantages, ils ont perdu nos tickets du petit déjeuner et malgré avoir signalé l anniversaire de ma fille aucun appel à Mickey comme ils le disent et pas de badge anniversaire.  Pour nous ça sera la 1ère et la dernière fois dans cet Hôtel. ",569marielauref a écrit un avis (déc. 2017),"None, None",bubble_30,no
"Excellent séjour. Près des parcs. Bel hôtel, personnel agréable et une literie au top","2 jours, une nuit. Bon accueil, petit déjeuner excellent. Hôtel agréable et propre. Une literie excellente, tout ce qu'il faut dans la chambre. Piscine. Près des parcs disney, on a fait à pied et en navette, à pied très rapide et joli. C'était parfait pour nous et nos 3 enfants. Boutique sur place et rencontres avec personnages. ",Angelique R a écrit un avis (déc. 2017),Vaux Le Penil,bubble_40,no
Super chouette,Très chouette hôtel Pas loin des parcs Bel hôtel bien rénové  Personnel très gentil et serviable Restaurant de l'hôtel : très bon  Seul bémol: propreté de la chambre peu mieux faire pour un hôtel Disney,fabiang134 a écrit un avis (déc. 2017),"None, None",bubble_40,no
Bel hôtel,"Hôtel correct mais baignoire pas propre. Petit déjeuner hors de prix (25€/pers) y compris pour les enfants même si c'est pour un bol de lait (23€). Surtout pensez à réserver si vous voulez prendre le petit déjeuner ou un repas à l'hôtel. Pour la piscine intérieure , eau très (trop) froide. personnel de l'hôtel absolument adorable.",Phine2112 a écrit un avis (déc. 2017),"Saint-Lary Soulan, France",bubble_40,no
Un pur bonheur ,"Un accueil des plus aimable, extrêmement chaleureux en des temos glaciales ! Un hôtel d'une beauté extraordinaire. De belles chambres, propres et des lit très confortables. Un petit déjeuner à tomber, cher c'est sur pour la quantité que l'on mange au petit déjeuner mais un choix énorme et des produit plutôt bons ! Je reviendrais avec grand plaisir ! ",lalie3301 a écrit un avis (déc. 2017),"Bordeaux, France",bubble_50,no
Un super séjour !,"Magnifique inoubliable séjour juste avant Noël. Une deco de Noël splendide, une chambre très grande, propre et bien équipée. Un buffet délicieux.   Un hôtel superbe et au top avec toujours un accueil parfait",C7310FHpauliner a écrit un avis (déc. 2017),"None, None",bubble_50,no
Excellent séjour,"Nous avons séjourné à l'hôtel Newport Bay le 26 & 27 novembre 2017.  Premier bon point, l'hôtel est accessible à pied directement de la gare de Marne-La-Vallée. Il se situe à moins de 10 minutes de marche, à une cadence relativement soutenue car nous avions hâte de découvrir notre lieu de résidence pour ce week-end féérique! En plus, il faut souligner que la ballade est plutôt pas mal puisque nous traversons Disney Village et nous longeons ensuite une magnifique étendue d'eau. On découvre au long du parcours les autres hôtels (New York, Séquoia,...).  Dès notre arrivée à l'hôtel, la magie opère. Nous rencontrons Mickey qui vient saluer les nouveaux arrivants dans le hall de la réception. Nous croiserons plus tard Donald (pour les enfants, c'est top!). Le cadre et la déco est…",MonsPseudo a écrit un avis (déc. 2017),mons,bubble_40,no
grandiose,"nous avons passé un moment magique et merveilleux. avec les événements négatifs du monde entier, cela fait du bien de pouvoir profiter d'un endroit où le rêve reste la priorité. De plus les nouvelles attractions comme star wars et les pirates, vraiment super. merci ",christinebX3468PZ a écrit un avis (déc. 2017),"None, None",bubble_50,no
hotel très confortable,"Hotel très agréable; literie très confortable, le personnel très accueillant. La literie bonne et le petit déjeuner varié par contre très cher.  Nous sommes arrivés pour prendre nos pass, beaucoup de monde et une attente assez longue.",Loleou-69T a écrit un avis (nov. 2017),"Theizé, France",bubble_40,no
Hôtel qui vaut ses quatre clés (étoiles),"Hôtel plus que parfait! Entièrement rénové. Bonne qualité des produits au restaurant avec un large choix! Après une longue journée dans les parcs, rien de mieux que de se coucher dans les lits hyper confortables! Je recommande vivement cet hôtel!",cocovanille16 a écrit un avis (nov. 2017),"None, None",bubble_50,no
Excellent hôtel,Séjournant depuis des années au Newport à chacune de nos visites  à Disneyland Paris. Nous ne sommes jamais déçus. Le personnel est toujours disponible et très serviable. Très jolie chambre spacieuse et cosy.,rmcrieunier a écrit un avis (nov. 2017),"Nîmes, France",bubble_50,no
Magique mais ...,"Nous y allons tous les ans depuis 4 ans. Toujours dans des services premiums.  Cette année nous avons pris une suite au Newport bay club. Comme d’habitude, dans tout le parc, magie et personnel au top ! Le personnel est vraiment impressionnant. Disponible de bonne humeur etc,  félicitations à eux ! La seule chose dans l’ensemble que je reproche à disney c’est la nourriture globalement mauvaise et le prix de celle ci. Que ce soit les fast food ou les menus à 80€ rien n’est à la hauteur",ZaeL9k a écrit un avis (nov. 2017),"Oyonnax, France",bubble_40,no
chambre compass club pas à la hauteur du service proposé.,"Chambre à moitié faite.Il n'y avait pas de bouteille d'eau, pas de bouteille coca cola collector pour les 25 ans de disneyland,pas de capsule de café, pas de peignoir,pas de chaussons et en prime bouchon d'évacuation d'eau de la baignoire qui marchait pas.Bravo pour une chambre compass club et personnel à la reception du compass qui m'a certifié que je n'avais droit à rien alors que c'est dans le prix de la chambre sans excuses de leur part juste qu'ils étaient débordés , la honte pour un hôtel de cette catégorie.et en plus, la dame de la centrale m'a fait miroité une sois disante surprise de leur part et bêtement je l'ai remercié pour au final rien avoir.Bon j'ai rien demandé en même temps.mais ne faite pas rêver les gens pour rien.Mais surtout une la surprise de la chambre, un…",Muriel P a écrit un avis (nov. 2017),Martigues,bubble_30,no
Super séjour,"Hôtel très sympa, chambres assez spacieuses. Le seul bémol l’espace allant de la réception aux ascenseurs est trop étroit ça se remplit trop vite. Les enfants ont pu voir un personnage chaque matin et ça c’est top. Hôtel proche de Disney village et donc des parcs.",Amelie C a écrit un avis (nov. 2017),"Haute-Savoie, France",bubble_40,no
Hôtel sympa ,"Lors de notre séjours au parc Disney, nous avons choisis cet hôtel et y avons passé une nuit, la literie est confortable, l'hôtel est propre et chaleureux. Le petit déjeuner est un peu cher mais le choix est assez vaste et de qualité.",Amaury G a écrit un avis (nov. 2017),"Caen, France",bubble_50,no
L’hotel est très bien,"L’hotel est de très bonne qualité et le service également . Petit bémol sur la bagagerie, une valise a été cassée et ils se sont abstenus de nous en informer . C’est un point à améliorer . Quant à la qualité de la chambre c’est très bien.",471laures a écrit un avis (nov. 2017),"Bordeaux, France",bubble_50,no
Sejour agréable.,"Petit Séjour d'une nuit et 2 jour dans cet hotel très grand.   Lors de notre arrivée, nous avons été recu par un homme absolu parfait: souriant, patient, et très pro.  Nous avions reservé une chambre avec vue lac.... C'est là que le bas blesse.  Nous nous sommes retrouvé dans une chambre sur une aile: donc vue hotel. Je n'ai pas de problème avec ca si ce n'est le supplement payer et la prestation non respectée.  Je signale donc ma déception auprès de la réception. Réponse: ce n'est pas vue lac mais COTE LAC. Oups, il fallait que je lise entre les lignes. Merci pour ce petit rappel de vocabulaire....  Il n’empêche que nous sommes déçus et qu'en plus la réponse qui nous a été apportée et que nous ne savons pas lire.  Bref, cela n'a pas entache notre séjour. Juste un petit gout…",Emilia G a écrit un avis (nov. 2017),"Hérouville-Saint-Clair, France",bubble_40,no
Avis géneral," Je trouve ça dommage que nous ne disposons plus que d'une heure avant l'ouverture du parc et qu'en plus de ceux-ci nous n'avons pas accès aux attractions car celle-ci sont fermées. Niveau petit déjeuné je trouve ça dommage de payer encore un supplément pour celui-ci ,je trouve le prix assez excessif pour un petit déjeuné. Nous avons été manger a l'auberge de Cendrillon le menu était très bon ainsi que très beau et le personnelles étaient très agréables autant dans les restaurants que dans les parcs. Notre fille a eu la chance de voir les princesses qu'elle voulait voir. Les parades toujours aussi magnifiques. Pour les attractions dommages que les Fastpass dont limités et que certaines attractions ne disposent pas de Fastpass. La magie était bien au rendez-vous, à bientôt.",J619JZmichaelt a écrit un avis (nov. 2017),"None, None",bubble_50,no
Sejour en famille,"Une premiere dans cet Hotel. La reception est grande, accueillante et pratique. La boutique just en face c est nikel.  Pour la chambre nous avons eu de la cha’ce, proche des ascenseurs . La chambre etait propre . Elle donnait sur l entrée de l hotel. Un peu bruyant ce coté la. Les matelas sont pas super, a ressort pas tres confortable et ca manque un mini bar mais il est quand meme bien équipé ( seche cheveux, fer et table à repasser, bureau, coffre)  De nuit l arrière de l hotel coté lac est splendide.  Nous n avons pas essayer les restaurants ni petit déjeuner de cet hotel.",Cindy G a écrit un avis (nov. 2017),Polliat,bubble_40,no
Tres bon séjour et hotel,"L’hotel est superbe et le personnel très gentil et pleins de bons conseils ! Emplacement idéal permettant d’aller à pied au parc. Restaurant cape cod très bon. Les chambres sont spacieuses et propres, très bonne literie. À refaire !",alexandra132017 a écrit un avis (nov. 2017),"None, None",bubble_50,no
Un séjour inoubliable,"Un séjour inoubliable au pays imaginaire, on a été ravie par l’accueil, tout le personnel est au petit soin avec les clients tout est très bien expliqué. Notre chambre était très bien avec deux lits double, une baignoire très apprécié. Séjour au top ! ",anais_zaballos a écrit un avis (nov. 2017),"None, None",bubble_50,no
Voyage magique,"Excellent séjour plein de féeries pour les enfants. Des spectacle et parades magnifiques, le final sur le château et magique et le feu d’artifice est superbe,et des attractions sensationnelles je recommande Disney pour petits et grands une très belle aventure ",22lindsayg a écrit un avis (nov. 2017),"None, None",bubble_40,no
Confortable et bien situé mais hors de prix par rapport au sevice offert,"Hôtel simple mais confortable, bonne literie et proximité immédiate des parcs. Hôtel récemment ""rénové"". Rafraîchit serait plus exact. Salle de bain bas de gamme et équipement sommaire. Impossibilité de régler le chauffage dans la chambre (un vrai four). Et la clim' est désactivée pendant la saison hivernale... Prix pas de tout en rapport avec le service offert. Le label 'Disney' n'excuse pas tout...",pierree163 a écrit un avis (nov. 2017),"Bruxelles, Belgique",bubble_30,no
Propreté des chambres à revoir,"Madame, Monsieur,  À l’occasion de l’anniversaire de ma compagne, je lui ai fait la surprise de venir à Disneyland Paris du Dimanche 26 Novembre 2017 au Mardi 28 Décembre 2017. Nous avons séjourné pendant ces deux jours au Newport Bay Club.   A notre grande surprise, cet hôtel étant un 4 étoiles, nous avons retrouvé la chambre le Lundi après midi n’étant pas nettoyé. Le lit avait été à peine fait et quant à la salle de bain... L’évier était toujours aussi sale que la veille lorsque nous sommes arrivés dans la chambre, la porte était pleine de dégoulinure, nous avons retrouvé toutes sortes de poils et cheveux, baignoire pas lavée, échantillons en partie remis...  De plus, a notre arrivée le Dimanche soir nous avions la fin d’un rouleau de papier toilettes, qui bien sûr n’a pas…",cedricl520 a écrit un avis (nov. 2017),"None, None",bubble_30,no
super bien sûr! mais dommage que dans les show les chansons sont la plupart du temps en anglais...,super bien sûr! mais dommage que dans les show les chansons sont la plupart du temps en anglais...  nous sommes en france et aux USA les chansond ne sont pas en français!  manque aussi emplacement juste pour prendre un café.,182virginie a écrit un avis (nov. 2017),"None, None",bubble_40,no
