titre_comm,comm,date,loc,note,photo
confortable,hotel accesssible près du parc petit déjeuner varié  lits superposés dans la chambre familial possibilité de voir les personnage a   l hotel activités jeux pour les enfants le personnel de chambre est synaptique et serviable.,sihanlei a écrit un avis (nov. 2014),france,bubble_40,no
Bon rapport qualité prix,"Si vous voulez séjourner à Disney un nuit pas trop cher et avoir un service convenable, cet hôtel est fait pour vous. Généralement c'est le moins cher des hôtels (des fois moins cher que Santa Fe) et y séjourne très bien. Le petit dej est correct mais ne vous attendez pas non plus à du 4*. Très bon rapport qualité prix",Nicolas B a écrit un avis (nov. 2014),"Brignoles, France",bubble_40,no
Si vous voulez vraiment sentir l'esprit Disney ne prenez pas celui là!,"C'est simple le décor n'a rien d'exceptionnel vu le prix, dans la chambre il fait froid (pas de couvertures supplémentaires dans les tiroirs, ni d'oreillers d'ailleurs!) heureusement le restaurant (ou self si vous préférez) n'est pas mauvais et les serveurs y sont agréables.",Nienmain a écrit un avis (nov. 2014),"None, None",bubble_20,no
trés bon hotel,"Chaque fois que nous allons a disneyland nous prenons cet hotel car il est trés bien, le personnel est très accueillant, les chambres sont propre,salle de bain propre, et le petit déjeuner est copieux.",momo437 a écrit un avis (nov. 2014),"Bordeaux, France",bubble_50,no
Pas mal !!,C est la deuxième fois que je séjourne dans cet hotel et j adore le thème western dépaysant. Les chambres sont confortables et bien chauffées. Beaucoup de choix au petit déjeuner. Au final le rapport qualité prix est très interessant.,Jean P a écrit un avis (nov. 2014),"Marseille, France",bubble_40,no
Super,"A chaque séjour pour Disney je dort au Cheyenne, et ceux depuis ma tendre enfance, l'année dernière c'était mon fils de 2 ans et demis qui m'accompagné. Et comme toujours je n'ai rien a dire, c'était super, chambre spacieuse, salle de bain assez bien, chambre chaude et literie parfaite, petit déjeuner avec du choix !",Cassandra M a écrit un avis (nov. 2014),"Perpignan, France",bubble_50,no
Passable sans plus ...,"L'hôtel est vieillissant, la salle de bain n'était pas ce qu'il y avait de plus propre et la déco reste très ancienne comme la literie.  Sinon le thème western est bien respecté dans la déco des chambre et les façades des bâtiments.  Le repas du soir était bon mais en revanche déçu par le petit déjeuner malgré le choix disponible.",Celine B a écrit un avis (nov. 2014),"None, None",bubble_30,no
Moyen,"La décoration est pas mal, mais la propreté laisse à desirer ...salle de bain avec les joints pas très net , des poils au sol, ce qui me dégoûte vraiment !!!  La nourriture du restaurant est plutôt bas de gamme.",Vicala a écrit un avis (nov. 2014),"None, None",bubble_30,no
hotel Cheyenne,arrivée a l hôtel Cheyenne on découvre une chambre très classique déception pour les enfants! baignoire pas bien nettoyé encore des traces de crasse sur les coté présence de poil! toilette mal nettoyé voir pas faite poussiéreuse et poil! la chambre avait de la poussières au niveau des lampes... literie de très mauvaise qualité! 1 gel douche pour 4 personnes! hôtel très bruyant les gens surtout les étranger allemand anglais non aucun respect! Nous avons manger au restaurant de l hôtel qui ne devrait pas s appeler restaurant mes plutôt CANTINE! repas pas bon du tout...petit déjeuner beurk même les croissants et pain au chocolat sont de très mauvaise qualité ont a eu l impression de manger du chimique tout le week end! le personnel du restaurant ne sont pas très serviable et…,di283 a écrit un avis (nov. 2014),"Dreux, France",bubble_30,no
Pratique et fonctionnel.,"Ce complexe hôtelier reproduit un décor western réussi qui ravira vos chérubins. Les chambres sont propres et fonctionnelles, le petit déjeuner copieux. La proximité avec le parc Disney et la gare est appréciable: 10 minutes à pied.",Nico a écrit un avis (nov. 2014),"Marseille, France",bubble_40,no
Bien sans plus,Un hôtel viellissant... petite chambre les lits font du bruit .. ( alese en plastique) moquette très allergenes  la salle de bain propre mais aussi viellissante...  sinon l'hôtel est bien plaçé et correspond parfaitement au western personnelement je n'y retournerais pas... ,Soo-1803 a écrit un avis (nov. 2014),"Tourbes, France",bubble_30,no
Vieillissant,L'hôtel commence à vieillir et cela se ressent. ..carreau de carrelage decole de la sdb.  Chambre propre.  Décor dans le thème du farwest comme tout le reste de l'hôtel.  Personnel accueillant et disponible. ,steph43120 a écrit un avis (nov. 2014),"Monistrol-sur-Loire, France",bubble_30,no
Pas de déception ,"Hôtel propre. Chambre avec bonne literie. Mériterait un peu plus d'animation (personnages...)  Repas correct, pas de la grande cuisine, mais conforme à ce type d'hôtel. Accueil rapide et chambre disponible avant l'heure.",sincere7 a écrit un avis (oct. 2014),"Niort, France",bubble_40,no
"Le meilleur des ""deux clefs"" Disney !","A préférer au Santa Fe, qui fait figure de HLM à côté.  Le décor Western est bien travaillé, et l'accueil par le personnel costumé toujours aussi parfait. Les chambres sont divisées en nombreuses petites maisons (type far west...) avec un ou deux étages, et donc le niveau de bruit est tout à fait correct comparé à de grands hotels en un bloc.  Il dispose, comme tous les autres hôtels Disney, de : - navette de bus gratuites (fréquentes !) vers le parc et la gare TGV  - conciergerie bagages - petit déjeuner buffet industriel ...  Désavantage : - un peu vieillot, la salle de bain aurait particulièrement mérité un rafraîchissement...",MrNotger a écrit un avis (oct. 2014),"Liège, Belgique",bubble_40,no
A éviter ...,"Hôtel de très moyenne gamme ... Chambre vieillotte, mobilier abîmé, literie usagée, propreté douteuse, salle de bains délabrée (peinture écaillée, tapisserie décollée, moisissure, sanitaires très sales, robinetterie défectueuse, carrelage cassé et fissuré), isolation phonique nulle. Petits déjeuners médiocres servis dans une salle gigantesque où règne un brouhaha constant.  Bref, un hôtel qui manque cruellement d'entretien au rapport qualité-prix lamentable !",Pinpaul-et-Hodou a écrit un avis (oct. 2014),"Louannec, France",bubble_20,no
A revoir !,"On arrive devant la réception magnifique, le décor est magnifique et ressemble vraiment au thème que nous recherchons mais la chambre dans laquelle nous sommes tombés était vraiment médiocre dans la salle de bain: la peinture qui s'écaille le carrelage abimé dans le reste de la chambre, la literie n'était pas exceptionnelle. Nous avons mangés tous les repas dans le parc sauf le petit déjeuner mais laissez tomber désolé du mot mais c'était infecte a part le pain sinon croissant et chocolatine pas bon les céréales pareille. Sinon dans cet hôtel le personnel est très serviable, nous étions un groupe d'ados, on s'est vraiment éclaté. En plus l'hôtel n'est pas très loin du parc on peux y aller a pied avec 15 min de marche ou en bus en 2 min.",Victor O a écrit un avis (oct. 2014),"La Rochelle, France",bubble_30,no
Bon rapport qualité prix,"Séjour de 2 nuits dans cet établissement afin de profiter du parc Disney, chambre simple et confortable, assez propre dans l'ensemble. Il s'agit d'un hôtel de passager et qui est largement suffisant pour ce que nous avions à faire. Le cadre Western est sympa et l'hôtel est calme et propre. Réception et restaurant sympa également, bref nous y reviendrons sans aucun doute pour notre prochain séjour chez Disney.",alexandre c a écrit un avis (oct. 2014),"Vesoul, France",bubble_30,no
un hotel Disney classique,Il fait parti des molns cher et ses prestations ne sont pas moindres que les autres hotels(la piscine en moins mais bon ..)elles ne sont pas meilleures non plus evidemment! Par contre il serait bien de revoir cette facon de louer une suite comme 2 chambres sans ameliorer l'isolation de la simple porte de separation ce qui fait que vous vivez tres intimement avec vos voisins inconnus et que chacun doit caler son rythme sur l'autre!!il me semble que nous avons tous payés le prix d'une chambre et pas la moitié du prix d'une suite!!!surtout que l'hotel n'etait pas complet!! C'est dommage car j'ai bien aimé cet hotel et le charme desuet de notre chambre(demie chambre!!!!)qui etait propre ce que je n'ai pas forcement connu dans un autre hotel disney mieux coté... Bref donnez moi une…,natnodolau a écrit un avis (oct. 2014),"Nancy, France",bubble_30,no
strict minimum mais pas loin de mickey,"pour la chambre c'est le strict minimum. pas très loin du parc avec les navettes. petit dej bon mais sans +. beaucoup de monde au petit dej (pourtant hors vacances scolaires), mal organisé, bordélique.",Sébastien B a écrit un avis (oct. 2014),"Mireval, France",bubble_30,no
Decevant,"Si le decor extérieur peut encore faire son effet avec l ambiance far west, le reste est totalement desuet... rien ne semble avoie été refait depuis l ouverture : moquette vieillie au sol, mobilier abîmé confort limite  bref hyper decu. Des heures de file d attente a la reception et rien pour faire patienter leq enfants.. plus rien de magique",Béa B a écrit un avis (oct. 2014),"None, None",bubble_10,no
"Déçu, L'esprit de Mickey n'y est plus !!!","J'en avais gros sur le cœur, moi qui pensez me replonger dans ce monde de rêve comme chaque années, Disneyland Paris 15 éme anniversaire pour moi aura était la plus belle et la dernière des années Magic Disney, :') que ce soit spectacles, musiques, personnages, ambiance,entretiens,gentillesses, sourires, et temps d'autres choses qui nous emmené loin de la réalité et nous faisait rêver. Les blousons rouges du personnel ont envahie le parc et éliminer les personnages Disney,( leurs apparitions se limite à 10 minutes le matin et l’après midi, et même en ayant attendu et attendu pour une photos avec eux, si les 10 minutes sont passés, Un comité de garde du corps en rouge vous dit simplement sans sourire, Tant pis pour vous !!!!! Ce qui provoque des réactions de visiteurs inattendues…",Cyb912 a écrit un avis (oct. 2014),"None, None",bubble_30,no
Parfait pour petit budget ,"Bienvenue au far west !! L'arrivée à la réception avec tout ces bâtiments aux noms évocateurs et à la deco soignée vous plonge direct dans ce monde de cow boy !! Les chambres sont assez petites mais on y tient largement à 4. Très bonne literie sensiblement identique que les autres hôtels plus ""haut de gamme"". Le petit déjeuner compris dans le prix de la chambre est copieux mais le cadre semble faire penser à une grande cantine. Pas beaucoup d'activités extra hôtel pas de piscine ni de Spa mais pour le prix on y dort très bien!! ",Guillaume W a écrit un avis (oct. 2014),"Orléans, France",bubble_40,no
déçu,"très mauvais accueil au service des entrées nous avions l'impression de déranger , quant à notre chambre ce n'était pas le nec le plus ultra , déjà problèmes d'ouverture de la porte système arraché , fil du téléphone arraché , mobilier endommagé , salle de bain peu reluisante , lavabo bouché, lumières réduites au minimum pratique pour se raser !!!!! nous avons été déçu",Jean Pierre AIRAUDO a écrit un avis (oct. 2014),"Allauch, France",bubble_30,no
Moyen mais bon marché,"Points positifs : situation, navette et parking gratuits, consigne de bagages, chambres confortables et propres. Décor extérieur très sympa respectant le thème. La cuisine au restauration très bonne, le personnel très courtois et toujours souriants. points négatifs : le service un peu cantine avec des assiettes en plastique, restaurant extrêmement bruyant et bondé nous étions pourtant en période calme et dans les horaires les moins chargés. Les étrangers ( espagnols, italiens, allemands etc...) et leurs enfants ne respectent rien , tout ce monde crie pour se faire entendre et c'est la cohue et la ruée, non pas vers l'or mais vers les buffets. Petits déj. minimalistes. Conclusion : si vous avez les moyens n'hésitez pas à prendre la catégorie au dessus, vous aurez des chances…",NOELLA R a écrit un avis (oct. 2014),"Sarlat la Canéda, France",bubble_30,no
sans plus!,"pour le prix c'est limite , on s'attendait à beaucoup mieux pour un hotel Disney , la peinture de la porte de salle de bain écaillée , il manquait un oreiller sur un des lits ! deco vieillissante .Point positif , la proximité du parc et le service navette ! pdj copieux mais un conseil , il faut arriver avant 8h car c'est l'usine!!! Bref, pour une nuit ça passe mais limite...",stephane p a écrit un avis (oct. 2014),"Béthune, France",bubble_30,no
passable,"Pour le prix nous nous attendions a mieux, c est correct mais aux vues des prestations du parc de Disney il est dommage de dormir le soir dans un Hotel avec si peu de confort, il y avait encore des poils dans la salle de bain a notre arriver et le soir nous entendions le moindre petit pas dans les couloirs et chambres voisines! Pour le buffet c est pareil, il y a de quoi se restaurer en quantité mais par contre ne soyez pas regardant sur la qualité! Et la dernière fois que j'ai eu un petit déj de cette qualité c'était pendant mon service militaire .... imaginez de quoi je parle !!! heureusement que nous sommes resté que deux nuits, mais je n'ai pas pu diner le soir à l'hôtel, j'ai préféré le Mc Do du parc",Lallouet B a écrit un avis (oct. 2014),"Fayence, France",bubble_20,no
besoin d'un peu de rénovation,"Nous séjournons chaque année au Cheyenne; le personnel est vraiment bien, l'hôtel bien situé et l'ambiance western est un vrai atout pour ceux qui aiment. Nous aimons aussi la taille des bâtiments qui sont moins imposants que certains hôtels du parc. Par contre, il est vrai qu'il y aurait un réel besoin d'un petit coup de frais dans la déco. et dans les salles de bain (même si apparemment les vasques ont été changées). Le petit déjeuner, sous forme de buffet n'est pas si mal; par contre, nous n'avons pas testé le restaurant de l'hôtel cette année. Nous essaieront peut-être un autre l'année prochaine.",nathalie c a écrit un avis (oct. 2014),"Vence, France",bubble_40,no
Moais,"Les chambres sont un peu petite et l'hygiène n'es pas irréprochable vraiment pas même :-( je ne sais pas si on s'endort vite par le confort de la literie ou l'épuisement du voyage,et où parc. Le restaurant n'est pas mal par contre un large choix et de grandes tables. Mitigé serait le bon mot.",bouillame a écrit un avis (oct. 2014),"Formentera, Espagne",bubble_30,no
A éviter pour passer un bon séjour à Disneyland,"A notre arrivée le soir pour récupérer notre clé de la chambre, nous avons attendu presque 1 heure avec les 2 enfants endormis et trempés à 22h, car la clé de la chambre n'ouvrait pas la chambre à 2 reprises. Nous rentrons dans la chambre, pas de lit bébé (demandé le matin même). Ils nous amène le lit bébé en chambre, il est 22h30/23h. Bref, nous passons une plutôt bonne nuit, au réveil pour prendre ma douche pas d'eau chaude !!! Je laisse couler 10 bonnes minutes , toujours rien. Je m'habille et je vais le signaler à la réception.Je ne suis pas le seul à me plaindre d'ailleurs.Je demande une autre chambre juste pour prendre notre douche :refusé. Il faut changer de chambre le matin à 8h30 alors qu'à 9h30 on a le petit déjeuner au café Mickey pour l'anniversaire de mon fils. Nous…",Olivier B a écrit un avis (oct. 2014),"Marseille, France",bubble_10,no
Un peu décevant...,"Remarques positives : nous sommes très proche du parc disney (10 minutes à pied et 5 minutes en navette), le décor extérieur est très jolie avec une ambiance ""disney"", il y a des personnages disney le matin devant.a réception de l'hôtel pour les enfants, un lieu pour déposer les bagages (très pratique lorsqu'on arrive avant de pouvoir accéder à notre chambre)  Remarques négatives : c'est l'usine... Beaucoup de monde. Nous avons dormir 2 nuits à l'hôtel et avons du indiquer l'heure ou nous souhaitions petit déjeuner. Après une première journée passée au parc nous voulions finalement changer l'horaire du 2ème petit déjeuner mais nous n'avons pas pu car les autres créneaux étaient complets... On paye très cher sans pouvoir choisir notre créneau de petit déjeuner...... Et en plus le…",Claire Z a écrit un avis (oct. 2014),"Lyon, France",bubble_30,no
Très bien,"Très bel hôtel, navettes toutes les 10 minutes environs et à deux minutes de l'hôtel ensuite . Cadre très sympa, correspond très bien au far West . Chambres très correctes, literie bien, linge de toilette fournis. Gel douche et savons aussi. petits dej à volonté avec du choix. J'y suis allée avec mes deux filles de 18 mois et 4 ans et c'était très bien. A refaire ",Jenny M a écrit un avis (oct. 2014),"La Garde, France",bubble_40,no
Super hôtel,"J''ai adoré cet hôtel. Le village est magnifique, on se croirait au far west. Les chambre sont propres et très bien décorées. La literie est confortable.   Le petit déjeuner buffet est bon et varié, bien qu'industriel.   En plus, c'est un de hôtel les moins cher de Disney mais ça ne se ressent pas.",nierque a écrit un avis (sept. 2014),"Mons, Belgique",bubble_50,no
Une véritable usine !!!!,Joli décor extérieur! !! Par contre intérieur plus que viellissant. Baignoire en fin de vie. Chambre très poussiéreuse. Grosse attente au restaurant. Buffet banal.  Une usine....dommage car les parcs disney sont si bien,170481 a écrit un avis (sept. 2014),"Montchanin, France",bubble_20,no
Super Week-end !,Deux jours super. Hôtel accueillant agréable propre. Parking à proximité très pratique. Proximité du parc et système de navettes très appréciables. Les 2 heures du matin réservées aux résidents des hôtels pour profiter des parcs plus tranquillement : c'est super. Notre chambre était calme propre simple mais pour une nuit cela était grandement suffisant. Repas et petits déjeuners prix à l'hôtel étaient très bien et l'accueil et le personnel à l'écoute et compétent. Conclusion : très bon rapport qualité prix.,Sophie L a écrit un avis (sept. 2014),"None, None",bubble_40,no
Endroit calme,"C'est en Février 2013 que nous sommes Paris à Disneyland. Nous avons séjournés ( 2 adultes et 1 enfant ) dans une chambre en bout de couloir. La chambre était très calme , c'est ce que je redoutais le plus.  Niveau propreté et la grandeur ce n'est pas le grand luxe mais une nuit ça suffit.  Le petit-déjeuner, quand à lui , est un vrai régal mais y aller de bonne heure car passé 8h, c'est la file d'attente interminable.",Nath82000 a écrit un avis (sept. 2014),"Montauban, France",bubble_40,no
"Pièces communes dans le thème, pour le reste vraiment pas fou...","Pour un séjour de deux jours une nuit à 403 euros, je m'attendais à un hôtel un peu mieux que ça. Le côté ville du Far West énorme est vraiment chouette, on se croirait hors du temps, le décor extérieur est bien fait, mais les chambres... Argh on dirait les F1 qu'on voit dans les films français ; chambre vieillotte, abîmée (baignoire usée, joints qui se font la malle, un produit douche/shampoing pour deux personnes), vraiment pas fou.  Le petit déjeuner est digne de celui d'une cantine (servi dans un immense réfectoire d'ailleurs), petit pain rassis, jus d'orange industriel et fromage sans gout, dommage.",Flora C a écrit un avis (sept. 2014),"Auckland Centre, Nouvelle-Zélande",bubble_20,no
Le confort d'un low-cost au prix d'un palace,"Arrivé pour un séjour de 3 jours et 2 nuits au pays de Mickey, je comptais pouvoir me reposer et me restaurer à l’hôtel Cheyenne...Bien mal m'en à pris.  Les chambres sont extrêmement passables sur l'hygiène (poussière sur les plintes, couettes sans draps, moquette fleurant bon l'acarien...) La salle de bain (sèche cheveux en location !) se transforme en marais des l'utilisation de la douche, avec en prime les moisissures, la tapisserie qui se décolle et certaines lampes défectueuses. L'insonorisation est totalement inexistante dans la mesure où seule une porte nous séparait de la chambre voisine (je me souviens avec effroi de l'arrivée d'une famille dont la mère hystérique a hurlé sa joie de vivre vers 23h00). Le petit-déjeuner indigne d'une cantine d'entreprise avec jambon…",Sylvain G a écrit un avis (sept. 2014),"Lyon, France",bubble_10,no
Decu,"J'ai deja sejourne une fois auparavent dans cet hotel en janvier 2013 et j'etais deja un peu decu. J'y suis retournee en juin pour voir si ma deception serais la meme. Effectivement toujours decu par cet hotel. Certe le personnel et gentil et a votre ecoute, mais les chambres sont de vrai catastrophe. Pour les deux sejours j'ai eu des probleme pour ouvrir la porte d'entree et la derniere fois le boitier a faillis me rester dans les mains car celui ci ete deboiter. Proprete a revoir. Et si vous voulez etre au calme c'est rate. Bref il faudrais a cet hotel un bon coup de travaux. ",lilyfleur62 a écrit un avis (sept. 2014),"None, None",bubble_30,no
Bof !!!!!,"C'est le troisième hôtel que nous faisons sur Disney, et celui-ci ne nous à pas plu. Le décor Far West est sympa, mais les chambres sont vieillottes, pas de savon ni de sèche cheveux et on entend tout ce qui se dit dans les chambres voisines. ",boulie68 a écrit un avis (sept. 2014),"Mulhouse, France",bubble_30,no
Déçu,"4ème hôtel Disney testé, largement le plus décevant. Les autres étaient Sequoia Lodge, Newport, et Santa Fé. Le décor est plutôt sympa, par contre les chambres semblent sales, pas de savon, pas de sèche cheveux. Les chambres ne sont pas bien insonorisées. Le pire étant l'odeur nauséabonde dans une des salles du restaurant, et il vaut mieux éviter la demi pension la nourriture est plus que moyenne....le matin la queue pour le petit déjeuner peut être très longue. Un matin sur les 3, nous n'avons même pas déjeuner....",Marco193031 a écrit un avis (sept. 2014),Haute Corse,bubble_20,no
La magie vous accompagne jusqu'au lit,Après une merveilleuse journée passé dans ce parc à vous couper le souffle rentré dans un monde de confort enfin magnifique tout simplement pour l'hôtel le moins cher il en vaut bien d'autre à plus au prix. Parfait!!!,Mine F a écrit un avis (sept. 2014),"Illkirch, France",bubble_50,no
DEPAYSANT FAR WEST DISNEY,c'est un des hôtels le moins cher de Disneyland Paris et il vaut le détour pour ceux qui aiment l'ambiance far west cowboy et ambiance chaleureuse; un point particulier au buffet diner de l'hôtel qui est succulent et pas très onéreux ; j'y retourne ce mois çi ... Vous êtes logé dans des petites maisons coté grande rue qui nous fait penser aux téléfilms et films américains de la conquete de l'ouest!!,Chris R a écrit un avis (sept. 2014),"None, None",bubble_40,no
Immersif mais....!,"Nous avons passé une nuit dans cet hôtel de Disneyland pour la première fois. Les extérieurs sont vraiment superbes, les façades façon far west sont belles et colorées. On se croirait vraiment dans une ville de western! Les enfants adorent ! Ils peuvent même faire une promenade à poneys ( payante...). Mais ce décor est vraiment la seule chose à retenir... Parlons de l'accueil : le dernier vendredi des vacances, seulement 3 personnes à la réception à 9h, donc en plein rush ! La queue commence ! Ne parlons pas du petit déjeuner, une véritable honte : la queue pour aller dans la salle sortait de l'hôtel : au début, j'ai cru que c'était un groupe qui attendait son bus, mais non ! 30 mn debout avec les enfants affamés, moment infernal ! Passons aux chambres : 1ère mauvaise surprise :…",sofiadire a écrit un avis (sept. 2014),Clermont-Ferrand,bubble_30,no
Super séjour !,"Même si les hôtels Disney commencent à être un peu vieillissants, le séjour était plus que parfait ! L'hôtel était à la hauteur de nos attentes et nous y avons très bien mangé. Parfait donc...........",Davou a écrit un avis (sept. 2014),"Blegny, Belgique",bubble_50,no
Très belle thématisation pour rester dans l'ambiance Disney,"Séjour 3j / 2n. Bel hôtel, sur le thème du far west, dans un budget contenu (toute proportion gardée par rapport aux prix ""Disney""). Hotel formé comme une ancienne ville du grand ouest avec sa rue principale qui dessert les bâtiments (où se trouvent les chambres).  Les services se trouvent au centre de l'hôtel. Accueil, restauration, bagagerie, boutique, bar, salle de jeux, zone internet et arrêt navettes bus gratuits vers les parcs. Les parkings sont proches des chambres. Possibilité de se rendre à pied aux parcs en 10 minutes en longeant le ""rio grande"" (de l'autre côté se trouve l'hôtel Santa Fé). Très bon accueil dans un très beau hall, salle de restauration/petit déjeuner très bien thématisée et très grande. Chambre 4 personnes (un lit double et deux lits superposés)…",Freds80 a écrit un avis (sept. 2014),"Tarnos, France",bubble_40,no
a rénover mais la magie est la,"hotel pratique car proche des parcs la magie est la des l entrée dans l hotel les chambres sont un peu vieillottes, pas de rénovation depuis au moins 15 ans (4 eme séjour dans cet hotel )  un ptit coup de peinture s impose mais la deco est la, les list plutôt confortables, on entend peut le bruit extérieur le restaurant présente un grand buffet avec des mets pour tous  le seul hic le bruit et le manque de place il faut bien choisir la tranche horaire a laquelle vous voulez déjeuner ou dîner",celinou37 a écrit un avis (sept. 2014),"Tours, France",bubble_40,no
Très bon hôtel,"Nous y sommes resté une nuit, et nous n'avons rien trouver à redire sur l'état de la chambre, elle fait certes un poil vieillotte, mais cela va avec le thème farwest, la chambre était convenable, propre, tout fonctionnait à merveille(à part le robinet du lavabo qui fuyait), mais cela n'était nullement préjudiciable, la literie fut parfaite, l'accueil par le personnel impeccable, nous avions la chambre 2407, elle était en bout de couloir et très calme.",yannick-m7853 a écrit un avis (sept. 2014),"Martigne-sur-Mayenne, France",bubble_40,no
Impeccable pour une nuit ou plus,"Ayant réservé un séjour de 2 jours et une nuit à Disney land Paris pour nos petits et nous, nous avons passé une excellente nuit dans l’hôtel Cheyenne et plus précisément dans l'enceinte du Wyatt Earp. Calme, confortable, propre et à deux pas de la réception, magasins et autre restaurant ou encore arrêt de bus, tout a été plus qu'acceptable pour cet hôte 2 clés. Je recommande.",gaelsourd a écrit un avis (sept. 2014),"Chalon-sur-Saône, France",bubble_40,no
On se croirais dans le Far-West,"Très beau cadre américain, accueil chaleureux la magie de Disney vient jusqu'au hôtel merveilleux de disneyland, la chambre est excellente, la literie est bonne le service impeccable et le petit déjeuner et très bon et variée.  Je vous le recommande",Théo B a écrit un avis (août 2014),"None, None",bubble_50,no
Un hôtel Disney...,Nous avons passé un séjour à cette hôtel pour profiter de l'univers Disney. Bien sur rien d'exceptionnel a cette hôtel à part que l'ambiance western et très présente. Par contre les petits déjeuner mieux vaux y aller tôt  car après 7h30 la salle devient bruyante et ce n'est pas très agréable des le matin c'est limite l'usine. Quant aux chambre même si elles sont propres il faudrait voir a une petite réhabilitation qui deviendra dans quelque années plus que nécessaire car le style commence à ce faire vieux. De plus en 2014 je trouve sa quand même incompréhensible que la wifi dans les chambres ne soit pas installer et gratuite. On va donc dans cette hôtel pour l'univers Disney pas pour la prestation. ,Clem_48 a écrit un avis (août 2014),"Paris, France",bubble_20,yes
Pas cher mais à rafraichir,"Nous avons choisi cet hôtel car c'était le moins cher. Malgré un beau paysage ( on se croirait vraiment dans un western), la chambre est des plus simple et pas très bien entretenue. La baignoire a bien vieilli, les tapisseries seraient à rafraichir. Ma foi, pour une fois, ça fait l'affaire.",Sunflower_68740 a écrit un avis (août 2014),"Blodelsheim, France",bubble_30,no
"J'opterais pour le Santa Fé, la prochaine fois !","Alors oui, le cadre est pas mal il change vraiment du quotidien, on se croirait vraiment au far west. Mais mis à pars ça, les cartes pour accéder au chambre marchent 1 fois sur 100 ce qui est très problématique quand l'ont rentrait le soir après une longue journée très fatiguante ! Il y avait une horrible odeur dans la chambre et le lieu ou l'ont petit déjeuner, une odeur d'égout je suppose, la salle de bain aurait besoin de bonnes rénovations. Enfin le petit déjeuner était classique, puis les employés  très agréables. Pour conclure mal grès tous ces inconvénients la magie de Disney l'a emporté lors de mon voyage mais la prochaine fois j'opterais pour le santa fé qui m'a complètement satisfaite il y a quelques années",Sandess T a écrit un avis (août 2014),"None, None",bubble_30,no
un grand rafraîchissement s'impose !!!!,"les chambres font vieillottes, la salle de bain laisse à désirer (chasse d'eau cassée, moisissures des joints) et système de carte défectueux (passage de la carte au moins 50 fois avant l'ouverture des portes) je prefère de loin le santa fé pour à peu près le même prix. sinon quand même le style far ouest est sympa.",Vir b a écrit un avis (août 2014),"None, None",bubble_30,no
C'est joli mais cher !!!,Le cadre far west est très sympa et dépaysant. Les enfants adorent. Les chambres sont classiques. Un formule 1 la déco en plus. Mais le prix est élevé pour une chambre sans confort ou luxe particuliers. Pas très loin des parcs Disney a pied ou en voiture. ,Seb91000 a écrit un avis (août 2014),"None, None",bubble_30,no
Vivement les travaux de rénovation !,"L'hôtel est vieillissant , la salle de bain surtout à grand besoin d'un bon coup de peinture ! Sinon on y a très bien dormi, les lits sont confortables . Le décor de l'hôtel est original , le système des pavillons indépendants est sympa mais nous on était hyper loin de la réception ... Navette efficace , on est à 5 min de la gare. Réception bof ! La réceptionniste n'était pas aimable ! Petit dej moyen ... Viennoiseries surgelées , jus d'orange à l'eau et pain sans goût ...  ",Benedicte B a écrit un avis (août 2014),"Saint-Alban, France",bubble_30,no
A éviter sale et inconfortable,"Un hôtel bien joli mais Notre chambre était sale les draps plus que douteux, il faudrait un bon coup de nettoyage et une bonne rénovation. Hôtel à éviter absolument préférer un hôtel hors du parc, car la magie s’arrête à la porte de cet hôtel. De plus aucunes réponses à ce jour concernant la plainte déposée le jour même.",Etienne D a écrit un avis (août 2014),"Ecaussinnes, Belgique",bubble_20,no
Grand besoin d'un rafraîchissement!,"En effet, les chambres sont plus que vieillissante, un manque d'hygiène au niveau de la salle de bain, une tringle décrochée etc... Le système de carte pour l'ouverture est défectueux.  La salle du petit déjeuner est très bruyante et c'est un peu le bazar pour s'y installer et se servir.  La réceptionniste n'était pas très agréable lors du Check in.  Vivement une réhabilitation de l'hôtel qui est sûrement le plus immersif de tout le complexe hôtelier.   Nous reviendrons apres son petit rajeunissement! ",Trezegirl34 a écrit un avis (août 2014),Vias,bubble_30,no
bien,"Séjour du 12 et 13 Aout 2014. Les +  La propreté de la chambre, le calme, le petit déjeuner copieux et pas mauvais. (sauf jus d'orange, cela ne me semble pas être la marque présenté...)  le rapport qualité prix globale.  Les -   L'accueil à 23h00, le monsieur était peu souriant et semblait au bout du roulot (un chinois), il semblait pas hyper motivé et nous a un peu expédier dans notre chambre !  on pensait qu'il était à la fin de sa journée mais pas du tout, il était la ) 7h30 le lendemain. Donc on suppose que c'est un night qui venait de commencer sa journée à notre arrivée.... Enfin bref, le reste du personnel au pdj était souriant et agréable alors cela compense ! Enfin on est en été, on se doute aussi que ce n'est pas toujours agréable de travailler au taquet…",jeanantoine_10 a écrit un avis (août 2014),"Lyon, France",bubble_40,no
Bon rapport qualité prix,"L'hôtel est sympa ; préférez le au santa fe pour le même prix ( plus proche du parc ) ; c'est pas Legrand luxe mais sympa aux beaux jours avec ses activités poney pour les enfants ; bof pour l'hiver , pas très chaleureux ; des préfabriqués isoles du cœur de l'hôtel ... Commencer par arpenter pour prendre le petit déj dans le froid parisien c pas toujours très cool",Marinette a écrit un avis (août 2014),"Bordeaux, France",bubble_40,no
