titre_comm,comm,date,loc,note,photo
accueil o top mais propreté a revoir,"l'accueil de Luca o top sympa souriant et l’hôtesse qui nous a indiqué le chemin des chambres agréable! La bagagerie manque furieusement de  personnel. Par contre la propreté de la salle de bain laisse un peu a désiré même si le confort et la! literie nickel, ventilateur très apprécié et la moquette au sol est a bannir!!!",sebastient735 a écrit un avis (juin 2017),"None, None",bubble_30,no
1 nuit formidable,Nous avons passé 1 nuit et 2 jours sur le parc grâce à l'hotel santa fe. Dès notre arrivée cela a été rapide malgré le nombre de personne attendant et nous avons passé une nuit calme et reposante. Je recommande cette hotel vivement !,Oceane T a écrit un avis (juin 2017),St Martin De Crau,bubble_50,no
Très bon hôtel,J'ai passé une nuit à l'hôtel santa fe Avec ma fille de 3 ans le 12 juin . Une nuit pour apprécier l'hôtel ce n'est pas assez mais la literie et le personnel est très bien . Belle décoration . J'y reviendrais sûrement ,MarieGLVV a écrit un avis (juin 2017),"None, None",bubble_50,no
Enfant ravie,"Bonjour, Le lieu est très facile d'accès, le parking est grand et l'hôtel surveillé par un gardien. L'accueil rapide et notre chambre déjà prête même si nius avions 5h d'avance par rapport au Check-in. La chambre cars est très jolie, ma fille a adoré mais nous avons eu du mal à faire fonctionner la lumière de la salle de bain (s'éteint au bout de 30 sec), une astuce ne nous avez pas été expliquée mais un appel à l'accueil et hop c'était réglé.  La chambre était propre avec de l'espace à l'entrée pour les valises, une table avec prises, prises également derrière les tables de vhevet, c'est parfait. Wifi partout, top. Seul la propreté de la salle de bain n'était pas parfaite, cuvette wc pas nette du tout. Mais sinon, très bien, avec distributeurs confiserie et glace dans le…",Mareven17 a écrit un avis (juin 2017),La Rochelle,bubble_40,no
Bon rapport qualité/rapport,"Idéal pour les ""petits budgets"" (à l'échelle des hôtels Disney) qui cherchent à profiter un maximum des attractions. Situé à 20 minutes à pied du parc, il est de qualité plus ou moins équivalente au Cheyenne (les décorations sont mieux selon moi, nous avons eu deux lits doubles contre un lit double et un lit superposé au Cheyenne). Pas très grand, une savonnette pour 3, mais c'est parfait pour rentrer après les feux d'artifice et repartir le lendemain matin. Ne pas hésiter à y aller, les prix sont assez intéressants quand le prix de la chambre est divisé par 3 ou 4 entre amis. Cependant, n'espérez pas trop que la magie Disney pénètre votre chambre, qui, même si est décoré à la Cars (on a beaucoup aimé les lampes au dessus du lit en forme de cône de circulation), n'a pas beaucoup…",Yuna a écrit un avis (juin 2017),"Shanghai, Chine",bubble_50,no
c'est l'hôtel qui ce fou de la charité.,"L'hôtel Santa fé de DisneyLand Paris est un hôtel pitoyable !  Je m'explique : Il à été récemment rénové et à vrai dire appart les petites lumières sur les bâtiments, les fresques dans les chambres et  le panneau de Cars à l'entrée de l'hôtel, rien n'a été refait ni entretenu. ça pue le vieux.   Le personnel s'en fou tout simplement des clients. J'ai été en Mars 2017 et suite à une annulation de train nous voulions prolongé notre séjour pour pas dormir dans la gare jusqu'au lendemain. à la réception de l'hôtel je demande d'avoir une chambre pour une nuit et des entrées pour le parc Disney pour un jour de plus. La le gars sans même regarder dans son ordinateur il me réponds '' Hôtel complet comme tout les hôtels Disney d'ailleurs. '' heu pardon ? Je viens du parc et il y a…",139leslyed a écrit un avis (juin 2017),"None, None",bubble_10,no
pas mal,"c'est un hôtel bien juste pour dormir (ce que l'on a fait) arrivés à 23h30 reparti à 9h00. c'est pas très grand pour une chambre de quatre places on a bien dormis, pas de bruit du voisinage. la chambre était propre.  ",elodieb259 a écrit un avis (juin 2017),"None, None",bubble_40,no
Largement suffisant,"Hôtel largement satisfaisant pour un séjour de 2 ou 3 jours. Pour ceux qui profitent à fond des parcs, vous êtes tellement exténués en rentrant tard que vous prenez votre douche et dormez. Les navettes sont nombreuses et vous êtes aux entrées en 5mn.",166didiera a écrit un avis (juin 2017),"None, None",bubble_40,no
Un hôtel sympa aux beaux décors ,"Cet hôtel Disney est un des moins cher,  un peu moins loin des parcs d'attractions que l'hôtel cheyenne, et il dispose de beaux décors qui nous immergent en plein désert... Avec un accueil chaleureux,  nous avons donc passé une bonne nuit dans la chambre même si malheureusement il y avait seulement un savon dans la salle de bain pour 3 personnes. Dommage... Chambre pas très grande et en rez-de-chaussée (dans les bâtiments de l'hôtel c'est soit chambre en rez-de-chaussée soit au 1 er étage) ce qui fait qu'on entend le bruit des gens le matin si on ne dort pas assez profondément.  Mais je suis très satisfait de cet hôtel qui possède d'ailleurs un Starbucks à l'intérieur (j'avais pas vu ça ailleurs) ",Julien C a écrit un avis (juin 2017),"Lyon, France",bubble_40,yes
mitigé,"acceuil bien personnel bien  propreté chambre bien  chambre environnement trop et trés bruyant , entendu trop les voisins des autres chambres , claquement de portes et bruits divers toute la nuit enfin bref pas dormit ",Mat T a écrit un avis (juin 2017),"Amiens, France",bubble_30,no
Disney's Hotel Santa Fe,la navette pour les parcs est très pratique et 2 heures en plus appréciées (space Mountain sans faire la queue) Chambre sympa et calme.Salle de bain agréable et propre.Nous avons aimé notre séjour en famille et nous reviendrons,geraldlG4504TL a écrit un avis (juin 2017),"None, None",bubble_50,no
Hôtel mal entretenu,"Hôtel mal entretenu. La propreté de la chambre laisse vraiment à désirer. À mon arrivé il y avait un chewing-gum sur la moquette, et il est resté là pendant tout mon séjour (3 jours).  Salle de bain qui dégagé une odeur d'égout.  ",W6190XWERT a écrit un avis (juin 2017),"None, None",bubble_20,no
Très bien pour une visite de Disneyland,"Cet hôtel se trouve à 5 minutes en bus et 10 à pied du parc. Il est donc idéalement situé. Un conseil, aux heures de pointes (mais quand n'est-ce pas le cas à Disneyland ?!?!) il est préférable d'aller au parc à pied. Les navettes circulent plus ou moins toutes les 10 minutes mais elles sont bondées. Ce n'est donc vraiment pas sûr de pouvoir en prendre une facilement.  La chambre pour 4 personnes est grande. La propreté est très correcte.  Le petit-déjeuner à volonté est copieux et pour tout les goûts.  Certains réceptionnistes peuvent être extrêmement serviables, d'autres nettement moins. Attention, la bagagerie ferme aux alentours de minuit. C'est un peu juste lorsque vous restez au spectacle de 23h00 et qu'il faut retourner jusqu'à l'hôtel. Si vous ratez la première navette,…",Chris S a écrit un avis (juin 2017),"La Ciotat, France",bubble_40,yes
DOMMAGE que le petit déjeuné ne soit plus inclu au santé fée,Dommage que le petit-déjeuner  ne soit plus inclus dans l'offre (santa-fée)et très cher 16 euros pour adultes et 14 euros pour les enfants et pour simplement manger une glaces ou boire un café dommage qu'il soit très très long à servir et il faudrait trouvé un soulution pour éviter de ce faire voler les poussettes de location parce quand on ce retrouve à l'autre bout du parc et qu'il faut revenir à l'entrée principale pour en récupèrer une autre c'est vraiment peinible Dans l'ensemble j'ai trouvé le personnel moins agréable et disponible q'avant mais on a passé quand même un bon séjour  ,Nicolas G a écrit un avis (juin 2017),Caromb,bubble_30,no
Salle de bain pas très propre,"A part la salle de bain qui n'était pas parfaitement propre, le reste de l'hôtel était parfait. Accueil, services, petit déjeuner copieux. Chambre calme; Le service des bagages est parfait; Par contre, un peu plus de navette pour se rendre au parc Disney serait pas un luxe car trop de monde. ",S1348SFvalerieg a écrit un avis (juin 2017),"None, None",bubble_30,no
Déco géniale,"La déco dans la chambre était super rigolote, je n'en dis pas plus. Cela contribue vraiment à passer un bon moment. La proximité du parc est juste super, 15 min à pied ou la navette. Le petit dèj' offrait beaucoup de choix (salé, viennoiseries, jus de fruit, lait froid...).",Matt C a écrit un avis (juin 2017),"None, None",bubble_50,no
Bon dans l'ensemble,Nous sommes restés 2 nuits et toujours les saletés des anciens locataires sous les lits. Pour la salle de bains nous avons lavé la baignoire nous mêmes. Pour le reste c'est correct pour cette gamme d'hôtel et le personnel d'accueil est agréable. ,Bruno B a écrit un avis (juin 2017),Peynier,bubble_30,no
1 nuit dans une chambre eldorado,chambre petite coffre fort qui ne fonctionnais(on voulait mettre des choses dedans rate )  pas manque d'une climatisation (plafonnier avec ventilateur ne suffit pas ) ménage correct un peu de poussière salle de bain correct fenêtre bloque a une ouverture de 30 cm manque d'une piscine vue le prix des chambre pour un 2 étoile correct,anais1889 a écrit un avis (juin 2017),"Troyes, France",bubble_30,no
Un merveilleux séjour!,"Nous avons fait deux nuits dans l'hôtel Santa Fe de Disneyland Paris et comme à chaque séjour fait, nous n'avons rien à redire. Le personnel est très agréable et très serviable, le restaurant  est un véritable festin, les chambres sont certes simples mais très confortables ( surtout les lits ). Juste le petit bémol de la baignoire à rideau plutôt qu'une douche mais ça ne change pas le regard que j'ai sur cet hôtel. Je suis juste cette fois-ci un peu déçu par le fait que le petit déjeuné ne soit plus inclus alors que l'augmentation des prix pour la nuit eux sont bien là. C'est ce point qui m'empêche de mettre le maximum mais sinon c'est un très bon hôtel et on hésite jamais pour y réserver nos chambres lors d'un séjour à Disneyland",SShark M a écrit un avis (juin 2017),"Bussac Foret, France",bubble_40,no
Super séjour,"Nous sommes venus y passer 2 jours dont 1 nuit à l'hôtel et franchement pas déçu. Tout est très bien organisé, chambre propre et calme, on nous a proposé le rez-de-chaussée car je suis enceinte et pas d'ascenseur dans celui proposé à l'origine et c'est une petite attention qui fait plaisir ! De plus la balade à pied qui mène aux parcs est très agréable et rapide, pas besoin de prendre la navette .Nous recommandons et reviendrons avec plaisir 😊",Panpan M a écrit un avis (juin 2017),"None, None",bubble_50,no
Décevant,"Décevant, chambre poussiéreuse, une pluie de poussière nous est tombé dessus en allumant le vantilateur, carte/clé pour ouvrir la chambre qui ne marche pas, mauvaise isolation. Mais grands lits confortables. ",etienned547 a écrit un avis (juin 2017),"None, None",bubble_30,no
A éviter ,Reception pas terrible pour trouver le bâtiment bonne chance il faut se débrouiller pas de climatisation dans la chambre et petit déjeuner à partir de 7 h 30 pas avant mais on peut ouvrir la fenêtre  pour avoir de l'air  Vu le prix  ...,franck a écrit un avis (juin 2017),"Chartres, France",bubble_10,no
👍,Excellent séjour. À refaire si je pouvais. Très bien à en couple ou avec des enfants aussi. La chambre étais très bien que ce soit literie ou emplacement le service étais bien. En plus on as le temps de faire toutes les attractions des parcs ,alizeeb2017 a écrit un avis (juin 2017),"None, None",bubble_50,no
Mwouais ....  Bon..,"80€ de supplément si vous êtes parent solo, chambre assez modeste, nettoyage minimaliste (il restait plein de longs cheveux noirs par terre, souvenir des précédents), une fenêtre qui s'ouvre à peine et un ventilateur bruyant. Du coup, ça devient très cher la chambre.. La déco des CARS a ravi mon fils. Personnel multilingue (si vous tombez sur la porte de prison luxembourgeoise/allemande, posez bien toutes les questions parce qu'elle ne vous donnera que le minimum d'informations).  Navette facile et hôtel à 5 minutes du parc.  Bonne literie. Calme fin mai. ",frederiquedb898 a écrit un avis (juin 2017),"None, None",bubble_30,no
Super accueil et belle déco de chambre ,"Nous avons été très bien accueilli et bien renseigné Les consignes bagages et la navette bus à dispo sont super pratiques  Les chambres étaient tout à fait correctes  Literie bien  Chambre propre  Jolie salle de bain  La déco de la chambre et de la salle de bain est sympa sur le thème de Cars  Seul bémol les parties communes de l hôtel: réception, salle de jeux à l accueil, toilettes font veillots... Cela mérite un bon rafraîchissement... ",Aurelie P a écrit un avis (juin 2017),"None, None",bubble_40,no
Très bien,Bon hôtel rien à dire.... très bon personnel très accueillant. Les chambres sont confortables propres et bien insonorisées. Le service de navette pour le parc est top ( 1 bus toutes les 10min en moyenne) Pour un prochain séjour on y retournera sans aucun problème. On conseille vous pouvez y aller les yeux fermés ,fab13012 a écrit un avis (juin 2017),"Thoiry, France",bubble_40,no
séjour très agréable en famille,"nous avons passé un super séjour au pays de MICKEY même si nous avons été très déçus par l 'attitude des caractères que nous avons croisés dans le parc et surtout des employés les accompagnant.Interdiction de détourner le personnage de sa route, de prendre une photo même si pas beaucoup de visiteurs autour de nous, ni d'avoir une quelconque attention.Quelle déception pour les enfants et les grands!!Ce n est plus la magie Disney d 'avant où nous n'étions pas obligé d 'attendre 2 heures dans une file d 'attente à un endroit précis pour faire une photo! A part ça, l hôtel Santa Fé était très agréable,les chambres sont confortables par contre le petit déjeuner est vraiment hors de prix alors que nous nous trouvons tous ""parqués"" dans une cafétéria grandeur nature.Les enfants comme…",alainv16 a écrit un avis (juin 2017),"None, None",bubble_40,no
Excellent,"La Chambre était très propre. Le Personnel de l'accueil très.  accueillant. Idéal pour des enfants fans de Cars. Nous avons passés un agréable moment. Il faut vraiment réserver deux mois à l'avance vos repas avec les personnages, pour que la magie soit encore plus belle. Je recommande.",ellenb541 a écrit un avis (juin 2017),"None, None",bubble_50,no
Magique !!!!,"La chambre était parfaite, je n'ai aucune critique à faire la dessus ! Elle était propre, spacieuse et elle m'a transporté dans son univers ! Merci Disney ! L'insonorisation était parfaite, nous n'avons absolument rien entendu ! Plus ou moins rapide et proche des parcs avec la navette. L'accueil était parfait, elles étaient souriantes, très sympathiques, très professionnelles et nous avons été bien conseillé ! Je le recommande !!",Alexandra3107 a écrit un avis (juin 2017),"Angoulême, France",bubble_50,no
RESTAURANT,"Nous avons pris la formule demi-pension, qui est trés bien. Les bon pour les restaurant sont accepter dans les parc... cool... En ce qui concerne le restaurant: La Cantina, Buffet très bien,  simple mais satisfaisant et la nourriture est bonne.",ariane.d a écrit un avis (juin 2017),"Orsonnens, Suisse",bubble_50,no
SEJOUR A L'HOTEL SANTA FE,"Chambre agréable mais sanitaire vieillissant. Beaucoup trop d'attente pour le petit déjeuner qui lui même, n'est pas digne d'un hôtel 2 étoiles ! Bon emplacement de l'hôtel avec une navette à disposition pour se rendre aux parcs.",pierrejacquesa a écrit un avis (juin 2017),"None, None",bubble_30,no
Super bien,"Week-end de voyage de noce où tout s'est très bien passé. Personnel avenant et agréable, service de bagagerie gratuit et super pratique, hôtel très propre, bon petit déjeuner. Les chambres sont suffisamment grandes et séparées les unes des autres pour conserver votre intimité.  Vous pouvez aller jusqu'au parc Disneyland à pied via un chemin piéton sympa au bord du fleuve ou prendre les navettes gratuites (une toutes les 10 minutes). Bref aller-y :)",Deborah V a écrit un avis (juin 2017),"Le Perray-en-Yvelines, France",bubble_50,no
Super !!!,Encore une fois réussi avec les enfants !!!! Week-end super riche en émotions  Vite à refaire !!! Merci à disney pour ce séjour magique et féerique pour tous  On va y retourner très très vite pour revivre la magie de disney ,laetitia m a écrit un avis (juin 2017),Achicourt,bubble_50,no
sejour agreable,"nous avons logé au santa fe, le personnel est très agréable, la literie est bonne, les chambre plutôt bien équipé. les places de parking sont nombreuses. petit bémol pour le petit dej qui n'est pas terrible.",Melanie38260 a écrit un avis (juin 2017),Marcilloles,bubble_40,no
Week-end en famille à Disneyland,"Hotel sympathique sur le thème Cars. Les chambres sont propres et fonctionnelles. Pas d'ascenseur, ce qui est problématique quand on a une poussette. Accès a disneyland en moins de 20 minutes à pied. Le petit déjeuner est très classique, le rapport qualité/prix est élevé pour la prestation fournie.",bwillis92 a écrit un avis (juin 2017),"Sceaux, France",bubble_30,no
Magnifique séjour à disney l hôtel l accueil,Je remercie le service disney Magnifique séjour à disney paris la rencontre avec Mickey la nourriture le confort dans les chambresl hôtel l accueil le séjour les attractions la propreté le personnel les personnages disney ,471chris2017 a écrit un avis (juin 2017),"None, None",bubble_50,no
"Moyen, mais buffet à fuir !","Hôtel propre, mais chambres vieillissantes. Le personnel est très sympathique. Les extérieurs de l'hôtel bien entretenus. Par contre, le petit déjeuner est une horreur. Nous faisons la queue pour rentrer (mois de mars hors vacances scolaires, donc très basse saison pourtant...) et une fois rentrés on tourne 15min pour trouver une table ! Alors qu'être placé pourrait être si simple... Surtout que le buffet est une vraiment bas de gamme : peu de choix, viennoiseries limites rances, et le reste insipide. Ne cherchez ni oeuf, bacon, saucisse ou autre aliment salé, vous ne trouverez que du pauvre jambon sous vide fraîchement égouté de son emballage... Et finissons par les boissons, café soluble imbuvable et jus d'orange concentré et surtout dilué au maximum. Donc allez prendre votre…",Yohann33 a écrit un avis (juin 2017),"Bordeaux, France",bubble_20,no
"hôtel simple, efficace, bien situé","arrivée le matin, vous profitez d'une journée complète aux Parcs. Valises dans la voiture ou l'hôtel vous les garde. Bien situé, ne perdez pas de temps avec la navette, vous êtes à , disons, 10 minutes à pieds de Disney Village en passant par l'arrière de l'hôtel et belle promenade!!",guylU9269NA a écrit un avis (juin 2017),"None, None",bubble_40,no
simple mais pratique,"La chambre à beaucoup plu aux enfants sur le théme car's, Une chambre simple mais fonctionnel, rien a dire. L'extérieure est magnifique, on se croirait vraiment plongé sur la route 66, surtout la nuit. Concernant le petit déjeuner, on peux dire qu'il y a le choix, et en quantité. et toujours cette super ambiance américaine. ",288arnaudr a écrit un avis (juin 2017),"None, None",bubble_50,no
evaluation hotel Santa Fe,chambre spacieuse nombreux rangements très bonne literie grande salle de bain état général : très propre très bon rapport qualité prix hotel familial très convivial super accueil accès parking hotel facile ainsi que pour prendre les navettes pour le parc!,630marielaured a écrit un avis (juin 2017),"None, None",bubble_40,no
La cantina,"Hôtel agréable et pratique ! Le restaurant est bon et respecte le style de l'hébergement. Dommage que la salle du restaurant soit très bruyante . Remarquez elle s'appelle la ""cantina"" , sinon que du bonheur .",Renard31 a écrit un avis (juin 2017),"None, None",bubble_40,no
Hôtel propre et calme,"Hôtel agréable malgré l'attente à l'arrivée, à la bagagerie et au petit déjeuner. Chambre propre et calme. Les navettes sont très pratiques mais ""bondées"" lors des week-ends de forte affluence. Peut-être prévoir plus de navettes. Le prix reste malgré tout un peu cher par rapport au niveau de l'hôtel.",fan784 a écrit un avis (juin 2017),"Villaines la Juhel, France",bubble_40,no
Un Super séjour!,"Comme d'habitude, nous ne sommes pas déçus par Disneyland Paris.. Un hôtel bien situé (les navettes sont très pratiques pour accéder au parc), un personnel très sympa, les chambres sont très agréables et propres.. on a passé un très bon séjour.",constance364 a écrit un avis (juin 2017),"None, None",bubble_50,no
Boff,Hôtel vieillissant sans confort. La magie Disney ne fonctionne pas du tout.. je comprend mieux pourquoi il est moins cher que les autres ... la prochaine fois nous choisirons d'attendre pour prendre un hôtel digne de Disney  ,cyrille c a écrit un avis (juin 2017),"Cessieu, France",bubble_20,no
Moyen,"C'est un peu la chaîne, que ce soit l'arrivée et le départ, les navettes, les gens se bousculent ... Nous sommes arrivés tard dans la nuit et on nous a donné une chambre déjà occupée ... retour à la réception ... Nous avions demandé un lit bébé et avons eu une banquette avec juste un drap, pas de couverture si ce n'est la housse de la banquette. Donc on n'y reviendra pas mais ça peut convenir à des personnes pas trop exigeantes.",MamanAlsace a écrit un avis (juin 2017),Haut-Rhin,bubble_30,no
Pas top,"Mon fils étant fan de flash mc queen et ma filleule de Disney, nous avons pris la décision de nous rendre dans cet hotel pour le bonheur de notre loulou. L'accueil y est protocolaire comme dans les autres hotels Disney. La chambre était bien avec une déco rappelant le thème de l'hotel. Gros bémol ont était très loin de la reception et la cantine pour le souper ne nous convient pas du tout. La nourriture y est très médiocre pour le pris qu'on a donné à savoir 36euros par adulte avec une boisson comprise et donc le buffet à volonté. Disney étant cher nous nous attendions à mieux.",deceunincke a écrit un avis (juin 2017),"Eghezee, Belgique",bubble_30,no
Parfait,Nous avons passé deux jours merveilleux à Disneyland Paris. Le parc est magique et magnifique. L'hôtel Santa Fe propose beaucoup de services et il est parfait pour un weekend et A quelques minutes du parc ,manonq2207 a écrit un avis (juin 2017),"Champigneulles, France",bubble_50,no
Très bon hôtel,"Pour un deux étoiles, cet hôtel est vraiment très sympathique, le personnel est accueillant. Malgré le monde, il y a une fluidité dans la gestion des clients.  Je viens dans cet hôtel à chaque séjour à disneyland. Ce qui m'a toujours surprise c'est l'espace dans les chambres et l'agencement très pratique et bien pensé.  Les lits sont confortables et les chambres sont propres.  Le petit déjeuner est vraiment complet avec beaucoup de choix. Par contre, un peu d'attente et la salle très bruyante mais bon, on est à disneyland, il faut venir paisible et repartir paisible sinon ce ne sera pas un bon séjour.",val632016 a écrit un avis (juin 2017),"Sayat, France",bubble_40,no
Séjour Hôtel Santa Fé Mai 2017,"Super hôtel à la déco Nouveau-Mexique/Cars, un des moins chers de Disneyland. Tout près des parcs avec la navette. Nous prenons toujours celui-ci ou le Cheyenne. Un seul regret : le petit déjeuner n'est plus inclus dans le prix de la chambre...",mimi312017 a écrit un avis (juin 2017),"None, None",bubble_50,no
Bon séjour,Nous avons passé un bon séjour en famille même si nous n'avons pas vraiment le temps d'apprécier la chambre : coucher tard et réveil de bonne heure pour profiter des parcs au maximum. L'hôtel est propre et calme,Catherine B a écrit un avis (juin 2017),"None, None",bubble_40,no
trés bon sejour,"nous avons passé un deux jours dans les parcs eurodisney et une nuit à l’hôtel santa fe. C'est un séjour magique et féerique. Notre fille a adoré. Nous recommandons cet endroit. La chambre est nickel chrome, petit déj est tres bien aussi.",Dje J a écrit un avis (juin 2017),Moussac,bubble_40,no
Hôtel sympa sur le thème de Cars,"Magnifique séjour avec un enfant de 4,5 ans et un bébé de 5 mois. On y a séjourné 4 jours et 3 nuits. Hôtel sympa sur le thème de Cars qui a beaucoup plus à notre fils. Navette gratuite aller-retour pour les parcs. On avait un lit bébé à notre disposition. Par contre, pas de petit-déjeuner compris avec la chambre, donc nous déjeunions aux parcs. Et nous n'avons jamais pris de repas à l'hôtel.",marylaurev a écrit un avis (juin 2017),"None, None",bubble_40,no
Une literie au top,"La literie est au top, après avoir crapahute de nombreuses heures c'est agréable de bien dormir. La salle de bain est un peu vieillotte mais sinon rien a redire, la magie opère tjs a Disney!!!a recommandé surtout si vous avez des garçons car c'eqg hôtel de cars!!!!",amandineg884 a écrit un avis (juin 2017),"None, None",bubble_40,no
séjour magnifique,"Nous avons passé un bon séjour de deux jours et une nuit. La chambre CARS a enchanté notre petit de 6 ans. La proximité est appréciable, ce qui l'est moins c'est l'attente au bus, aux attractions, pour prendre un repas, ... ",Rene C a écrit un avis (juin 2017),Foix,bubble_40,no
Ce fut un séjour magnifique.,"Ce fut un séjour magnifique. Je dirais bien comme à chaque fois, mais cette fois ci fut particulière pour moi. J'ai composé ce voyage pour demander ma compagne en mariage après dix ans de relation. Elle n'avait jamais vu Disney. Le magie fut totale. Merci",243franckd a écrit un avis (juin 2017),"None, None",bubble_50,no
Bon séjour et belles rencontres !,"Nous avions déjà séjourné dans cet hôtel il y a quelques années, il n'a pas changé, il est très agréable. Le sol des chambres mériterait juste un petit rafraîchissement...  Mention spéciale au personnel ! Un grand merci à Sabrina et Ly pour nos échanges bien sympathiques. Nous espérons vous revoir bientôt  !   Cynthia et Thaïssa, maman et fille, de Bretagne.",cynthia a écrit un avis (juin 2017),"Rennes, France",bubble_40,no
Hotel pratique et pas cher,"De l'arrivée au départ, tout est fait pour vous simplifier la tache : bagagerie, enregistrement et navette pour rejoindre le parc toutes les dix minutes et même un restaurant et un café sur place. Vraiment pratique et l'aspect motel Cars est plutôt sympathique. De plus le personnel sait se montrer disponible pour répondre à toutes les questions. ",manonlsn a écrit un avis (juin 2017),"None, None",bubble_40,no
Week end à Disney,"Nous n'avons pas ete satisfait de l'hôtel santa fe. Tres mauvaise isolation. Salle de bain sale. Bruit de la ventilation et du conduit d'eau des voisins. Un peu déçu ! Des choses sont à améliorer. En revanche la décoration est tres sympathique, elle reflète complètement l'univers de cars. ",yohannv334 a écrit un avis (juin 2017),"None, None",bubble_30,no
Super séjour !,"Superbe chambre et très bonne literie. Spacieuse et équipée, idem pour la salle de bain toute équipée. TV avec chaines décrivant le parc et ses attractions. Mon fils a adoré la déco CARS ! Pour ma part, elle ne m'a pas non plus gêné !",Vio48 a écrit un avis (juin 2017),"Marvejols, France",bubble_40,no
très bon hotel,"la chambre est très propre (couchage et salle de bain) Literie très confortable et propre petit déjeuner non compris  mais complet et copieux  personnel accueillant, souriant l’utilisation des navettes est très pratiques",439fabienned a écrit un avis (juin 2017),"Le Blanc, France",bubble_50,no
Plus jamais ,"  Réservation 6 personnes Pour deux nuits . Avant notre arrivés nous avons pris le temps de téléphoner à l hôtel pour avoir un changement de chambre pour une amie . Par téléphone la Personne compréhensible nous à demandé de nous adresser directement à l accueil le jour de l arrivée . Chose faite , a la réception le personnel qui travail n est pas agréable limite on a l impression de les déranger ! On demande alors Pour le changement de chambre . Phillipa la Personne à l accueil nous répond alors que ce n est pas possible à part payer 250 euros de plus pour faire ce changement alors que par téléphone on ne  nous à pas du tout dit cela ! Rien de plus . Pas d autre solution trouvée alors qu'elle nous dit avoir vu avec son responsable . Notre amie à passé un mauvais séjour . L'hôtel…",Colombrina74 a écrit un avis (juin 2017),"None, None",bubble_10,no
Bon Séjour aux 2 parcs mais bémol sur la chambre et sur l'organisation pour accès aux attractions,"Nous venons pour la 2ème fois à Disney et à l'hotel Santa Fe en 10ans ! Que se soit aux 2 parcs Disney ou à l’hôtel le Personnel est très sympathique et très accueillant.   Chambre agréable, confortable mais Gros bémol sur la PROPRETÉ, certe nous ne restons qu'une nuit mais se reposer dans un lieux qui n'est pas très propre (sur les meubles, sdb..)  n'est pas agréable du tout ! et quand il fait chaud il manquerait une petite clim car le ventilo au plafond n'est pas suffisant....  ET avons été très déçu le 2ème jour par le easy-pass que nous avons reçu le fait de séjourner dans un hôtel Disney. On peut soit disant profiter de 2 heures de magie en plus de 8h à 10h du matin au parc Disney mais certaines attractions surtout les plus populaires ne sont pas ouvertes systématiquement…",Christiger3 a écrit un avis (juin 2017),Pouilé-Les-Côteaux,bubble_30,no
très bon rapport qualité prix,"nous avons passé deux jours très agrèables avec un personnel hôtelier très souriant et au petits soins  bravo à tout le personnel, accueillant , disponible  les chambres rénovées sont accueillantes, l'hotel et ses abords sont propres et n'est situé qu'à quelques minutes à pied des deux parcs disney, ne changez rien , nous recommandons",53marieclaudeb a écrit un avis (juin 2017),"None, None",bubble_50,no
en famille,"hotel plutôt agréable. les chambres sont propres/ accueil agréable . le restau de l hotel est très bon, mais je le trouve un peu cher, surtout pour les enfants ( principe du buffet à volonté ); en 3 jours on a vu 2 mascottes à l hotel. Le chemin qui mène au parc est très sympa ( compter 20 bonnes minutes )",aurelied918 a écrit un avis (juin 2017),"None, None",bubble_40,no
sejour magnifique,"sejour magnifique comme tous les ans nous etions en famille soit 8 personnes  et avions reserve 3 chambres a l ""hotel santa fe en demi pension . les 25 ans etaient tout simplement sublime .vivement l annee prochaine ",Judith G a écrit un avis (juin 2017),"Besançon, France",bubble_50,no
Chambre ok,"Très bonne literie, chambre ok mais quelques soucis pour trouver la chambre qui n'était pas bien indiquée (deuxième partie du bâtiment... on est entré dans le bâtiment principal et là..il a fallut ressortir et entré dans la deuxième partie du bâtiment... indication peut compréhensible dans le bâtiment principal... surtout après la fatigue de la journée aux parcs et une arrivée à l'hôtel de nuit ",patriciadB7699BW a écrit un avis (juin 2017),"None, None",bubble_40,no
Super,"Bonjour, Le séjour était super sauf petit bémol que le petit déjeuner ne soit pas compris dans notre réservation ainsi que le Disney Express. Le service de l'hôtel était parfait très bien situé et très calme",451jessye a écrit un avis (juin 2017),"Darbres, France",bubble_50,no
On voit que c'est quand même le bas de l'echelle...,"Petit séjour pour la première fois dans un Hotel disney : légèrement décu... Alors certes nous ne venions pas a disney pour rester a l'hotel, et même si c'est l'un des moins onéreux, on s'attend a un minimum pour le prix payé. Baignoire a moitiée cassée niveau ""tuyauterie"", ménage qui laisse à désirer (Oui... un coup d'aspirateur ça se passe aussi sous le lit... coucou les gros moutons)... Heureusement que l'on y restait que de 23h à 8h, et que le reste du temps on le passait dans les parcs ! En revanche, accueil et explications au top, personnel très gentil et à l'écoute, et hotel assez proche du parc via la navette.",benjamingK3362WX a écrit un avis (juin 2017),"None, None",bubble_30,no
