dateSejour,situation,titre_comm,comm,loc,langue,dateAvis,note,photo
oct. 2022,None,J'AI PRESQUE TUÉ MON PARTENAIRE,"J'AI PRESQUE TUÉ MON PARTENAIRE ! Nous avons visité Disneyland pour mon anniversaire et sommes spécifiquement venus voir la nouvelle merveille. Lorsque nous sommes arrivés à l'avant du manège, mon partenaire n'arrêtait pas de dire au membre du personnel que ses barres de sécurité ne se verrouillaient pas encore et encore. Ce que le membre du personnel a ignoré et a plutôt poussé les bras de mon partenaire vers le bas et a commencé le trajet. Lorsque nous sommes arrivés aux 360 virages, les barres de sécurité de mon partenaire étaient levées, seulement s'il les forçait à rester en bas, il tomberait facilement à mort. Après que nous soyons descendus, mon partenaire tremblait physiquement et tenait son bras qui était très enflé à cause de la forte pression qu'il devait utiliser pour rester dans le siège. Après avoir contacté le service client à ce sujet et après avoir examiné les séquences vidéo et vu à quel point cette affaire était extrême, ils m'ont d'abord proposé 2 nouveaux billets pour Disneyland que nous avons refusés car mon partenaire a maintenant peur de faire des manèges à cause de son incompétence. Ils ont ensuite offert un remboursement pour mes deux billets, ce qui était insultant sachant que mon partenaire avait failli mourir. Ils ont pris leurs responsabilités et ont dit qu'ils feraient une enquête informelle et me recontacteraient au sujet d'une indemnisation qui était un mensonge. Ils se sont juste excusés et ont pensé que ce serait suffisant pour tous les traumatismes et la douleur causés. Non seulement ils ont gâché mon anniversaire, mais mon partenaire ne peut toujours pas retourner au travail en raison des dommages à son bras et aura toujours cette peur des manèges. Disneyland prétend qu'il s'agit de gens qui réalisent des rêves, mais nous avons soulagé un cauchemar. Nous voulions régler cela en privé, mais ils ne se soucient clairement pas de leurs clients, nous allons intenter une action en justice car ils ne peuvent pas s'en tirer comme ça.",1 contribution,en,None,"1,0 sur 5 bulles",no
None, En famille,Cadeau de fin d'études Disneyland Paris,"J'étais il y a quelques jours à Disneyland pendant deux jours et il a beaucoup plu. Même si c'était un week-end et que cela m'a fait peur à cause des longues attentes, nous n'avons rien trouvé, pas de files d'attente qui ne coulaient pas en 10-15 minutes et heureusement peu d'attractions fermées (je suppose à cause du mauvais temps) Tout magique et beau, malheureusement quand vous partez, vous ne pouvez pas faire autre chose que de regarder les vidéos que vous avez faites et de chercher un autre jour où le billet sera moins cher pour revenir.Ne manquez pas les Illuminations de Disney car cela vaut à lui seul le coût du billet.","Turin, Italie",it,None,"4,0 sur 5 bulles",yes
nov. 2022, En famille,Amusement absolument génial,"Je suis allé à Disneyland Paris pour mes 50 ans. En tant que couple sans enfant, nous nous sommes tellement amusés! Si vous avez visité les parcs aux États-Unis, ils ont l'avantage en termes d'organisation, de temps d'attente pour les manèges, d'installations, de marchandises et d'accessibilité des personnages, mais si vous ne l'avez pas fait, vous ne verrez pas la différence ! Procurez-vous des oreilles de Minnie Mouse et amusez-vous !","Nottingham, UK",en,None,"5,0 sur 5 bulles",no
nov. 2022, En famille,Adieu la magie,"Avec une moyenne de deux séjours par an depuis 1992, nous pouvons dire que nous sommes habitués et fans du parc . Nous séjournons 2 jours et une nuit dans un des hôtels du parc  et au fil des ans nous les avons tous fait y compris l’hôtel Disney.D’ànnees en années les fille d’attente se sont allongée et pour profiter un maximum du parc nous avons opté pour une réservation de suite dans les hôtels, pas pour le luxe de la chambre mais parcequ’avec la suite il y avait le pass VIP qui donnait droit à un accès illimité aux attractions certe c’était cher mais au moins il n’y avait pas de frustrations à ne faire qu’attendre dans les attractions. Depuis l’arrêt de ce pass VIP nous avons fait un break de deux ans.Nous avons craqué en novembre et retenu un séjour les 8 et 9 nov mardi et mercredi et saison la plus creuse et pour assurer nous avons investi dans des pass premier accès ultimate deux jours 3 personnes 540€ et une belle chambre au New York.Arrivé à l’hôtel nous avons les pass magiques mais il faut les entrer dans l’appli d’un tel et la tout s’écroule, je n’y arrive pas ,la réceptionniste n’y arrive pas et nous envoie à la conciergerie qui n’y arrive pas non plus et toutes ces tentative nous éloigne de plus en plus de l’heure et demi de magie il est déjà 8h50. On nous envoie au bureau gestion visiteurs à l’entrée du parc, la personne ne comprends pas et n’y arrive pas non plus, on nous informe que les petites têtes de Mickey sur les pass suffirons à entrer dans les attractions et que tous les cast members seront prévenus……SUPERdébut des attractions 9h15 , l’heure de magie est pratiquement terminée, .PLUS DE RÉSEAU DONC IMPOSSIBLE DE VOIR LES TEMPS D’ATTENTE ET D’OUVERTURE DES ATTRACTIONSDirection BTM ZUT FERMEdirection STARTOURS ZUT FERME C’A Y EST PLUS D’HEURE DE MAGIE,Changement de parc fin de matinée pour déjeuner au Pim kitchen sauf que pas de réseau , pas de carte banquaire, donc file d’attente pour retrait de liquide pour les deux jours car 4 réservation de restaurants.PIM KITCHEN …..42 €/pers bof bofAllez on va tester les nouvelles attractions du parc studio arrive au coaster flight force , on se fait refouler par le cast member, nous lui demandons de tel à un supérieur pour pouvoir entrer dans l’attraction, ils ne sont pas au courant de ce problème, le supérieur luis demande de nous faire des bons d’entrée papier pour chaque attraction en pass, on passe 1/4 d’heure à attendre les bons rédigés au la main.On teste Spiderman avec les bons d’entrée et il ne sont évidemment pas au courant donc appel à un supérieur etc………. Et cette situation a duré toute la journée.Le lendemain RAS SAUF RESTE COINCÉ DANS HYPERSPACE CAR PANNE À 18h30Le train s’arrête dans le dôme toutes les lumières s’allument donc attente des castmember pour nous décoincer et nos faire redescendre par les escaliers.Il y a d’autres anecdotes liées aux restaurants mais j’arrête la car la coupe n’est plus pleine cette fois elle débordeNOUS NE SOMMES PAS PRÈS DE REVENIR et très en colère.Je pense que nous irons mettre nos quelques 2000€ du séjour dans une autre destination.",11 contributions,fr,Écrit le 15 novembre 2022,"2,0 sur 5 bulles",no
None,None,Première fois à Disney Paris,"Nous avons passé 3 jours excellents avec mon compagnon et ma fille de 2 ans. Avantages - Le parc est d'une propreté impeccable, merci au personnel qui doit le faire car le volume de personnes doit être incroyablement difficile à nettoyer après. - Les défilés et les feux d'artifice étaient excellents et valaient bien la peine de rester. - Personnel - trouvé très serviable et poli - Variété de manèges parmi lesquels choisir pour les enfants, parfaitement adaptés à tous les âges. - Micky et le magicien est à voir absolument. - Nous avons fait un petit-déjeuner et un dîner de caractère avec des princesses. Très cher mais si votre enfant aime les personnages, cela vaut chaque centime. Inconvénients - Les Français - invités locaux impolis partout - pas mal de choses fermées pour maintenance - Le laissez-passer photo était un gaspillage d'argent, quelques-uns n'ont pas été téléchargés et beaucoup ne sont pas disponibles. - Vous deviez vous préparer pour tout, ils autorisent à mon avis de nombreux invités dans le parc et n'ont pas le personnel pour gérer les nombres élevés. - Frais, Disney n'a aucune honte à facturer la nourriture et les accessoires lorsqu'ils sont dans le parc.","Durham, UK",en,None,"4,0 sur 5 bulles",no
oct. 2022, En famille,Ne vous lassez jamais d'y aller,"Je vais régulièrement à Paris et de temps en temps je trouve une raison de retourner à Disneyland. C'est sans aucun doute l'un des meilleurs endroits au monde car peu importe votre âge, chacun est un enfant à l'intérieur qui vit dans tout ce pays magique.",2 contributions,en,None,"5,0 sur 5 bulles",no
nov. 2022 , En famille,Grand parc!,"Le parc est fantastique et très bien organisé ! C'est très propre et facile à trouver! Il y a vraiment de la magie dans cet endroit! Pendant que nous étions là-bas, ils ont eu beaucoup de problèmes techniques qui les ont empêchés de voir les temps de trajet et les paiements par carte, mais le personnel s'est excusé et les manèges avaient des temps papier contre eux et le personnel a été averti avant d'acheter des articles si les machines à cartes étaient en panne dans ce domaine ou pas- ça n'a pas gâché la journée ! La principale honte est qu'ils ne font plus de cartes ou d'horaires imprimés beaucoup plus facilement que d'essayer de les trouver sur votre téléphone tout le temps !","Sheffield, UK",en,None,"5,0 sur 5 bulles",no
None, En famille,Super expérience juste beaucoup de marche,"C'est vraiment une expérience magique. Si vous avez réservé les deux parcs, vous avez vraiment tout de Disney avec vous. Le personnel parle parfaitement l'anglais et les attractions sont disponibles en anglais et en français. Bien sûr, certaines choses vieillissent. Les bus qui traversent les hôtels arrivent à des horaires très flexibles, mais il faut se presser car beaucoup veulent aller au parc. Ce que nous n'avons pas aimé, c'est que si vous vouliez aller dans l'autre parc, vous deviez sortir puis marcher encore longtemps... vous pouviez trouver une connexion. Si vous conduisez le matin et que vous arrivez de retour à l'hôtel le soir, vous ne remarquez que combien vous avez marché 😂 Mais nous reviendrons certainement.",1 contribution,de,None,"4,0 sur 5 bulles",yes
oct. 2022 , Entre amis,Extrêmement déçue,"J'ai acheté un billet flexible plus cher qu'un billet normal pour aller à euroy Disney avec mon petit fils. Mais à l'entrée du parc ils ont refusé de me laisser entrer avec mon petit fils. J'avais fait 340 klm pour venir, je suis par ailleurs handicapée. Votre système de pré réservation est fait pour que dans votre intérêt depuis le 31 juillet 2022 le gouvernement a supprimé tous les dispositifs de jaunes sanitaires. Vous n'avez aucune conpation pour vos clients vous vendez du rêve.Je suis très déçue de disneyland paris et pas certaine d'y retourner un jour. Les Mickey c'est nous....","Paris, France",fr,None,"1,0 sur 5 bulles",no
nov. 2022 , En famille,La magie n’opère plus,"Très déçu, le personnel est fatigué, désagréable, le spectacle de la reine des neiges très inconfortable debout les enfants ne voient rien, la parade à perdu son charme légendaire ! plus de spectacle dansant, quelques chars dont un dragon crachant du feu qui a traumatisé tout les enfants de notre secteur, la musique n’a rien à voir avec celle d’antan, une attente interminable pour voir Mikey beaucoup d’adulte sans enfant, ne serait il pas possible de permettre l’accès uniquement aux parents accompagnés d’enfants ? car 1h30 c’est très long et toujours très inconfortable. Les points positifs sont et resterons les décors magnifiques, les attractions et spectacles mais c’était  mon 3ème séjour qui m’a réellement donner envie de partir visiter d’autre parc, dommage la magie Disney n’est plus au rendez-vous.","Juan-les-Pins, France",fr,Écrit le 10 novembre 2022,"3,0 sur 5 bulles",yes
oct. 2022, En couple,Magnifique et très Disney !,"À notre avis, la plus belle rue principale de tous les parcs Disney ! C'est aussi le Magic Kingdom le plus intéressant car une grande partie des attractions sont des tunnels et des labyrinthes à découvrir, il y a donc beaucoup à explorer qu'à Orlando ! Beau thème, si détaillé! La nourriture était absolument délicieuse et la facilité de s'y rendre directement depuis Londres est la meilleure ! Doit visiter si vous aimez Disney! Le seul point négatif est que le feu d'artifice à la fin n'est pas aussi époustouflant que celui d'Orlando. Toujours sympa, mais il manque le facteur WOW. Je suppose que le budget compte haha... Nous n'étions pas non plus de grands fans de l'utilisation de scènes d'action en direct dessus, cela ressemblait plus à une bande-annonce qu'à un feu d'artifice.",10 contributions,en,Écrit le 10 novembre 2022,"5,0 sur 5 bulles",no
nov. 2022, En famille,Un bon parc Disney,"Les manèges ici sont super. La version de Pirates et Haunted Mansion est la meilleure des versions qu'ils ont dans tous les parcs. Hyper Space Mountain était génial! J'ai vraiment apprécié ce parc. La seule chose que je n'ai pas aimée, c'est qu'il semblait que le parc était en sous-effectif. Les lignes étaient chaotiques et les gens poussaient simplement les lignes et sautaient devant les autres. Ils ont juste besoin d'embaucher plus de gens.","Orlando, Floride",en,Écrit le 10 novembre 2022,"4,0 sur 5 bulles",no
oct. 2022, En famille,Séjour au top !,"Oui, un séjour à Disneyland ça coûte cher. Oui, il faut faire la queue pour les attractions : c'est le jeu ma pauvre Lucette ! Je n'étais pas revenue depuis 1996. Space Mountain venait d'ouvrir, et il fallait déjà faire 1h de queue. De retour cette année pour un séjour exceptionnel en famille, soirée Halloween comprise, avec deux enfants de 6 et 11 ans qui repartent des paillettes plein les yeux ! Alors oui, des fois il faut faire deux équipes, pour que la plus grande se retrouve la tête à l'envers dans Indiana Jones avec l'un des adultes, pendant que l'autre fait un tour de Dumbo ou de petit train avec la plus petite. Et oui, il faut savoir occuper ses enfants dans les files d'attente : une bataille de pouces ou un ""l'as-tu vu ?"" c'est tellement plus rigolo que de les coller devant un écran. Chanter ""L'histoire de la vie"" à tue-tête avec son aînée pendant le spectacle du soir, ou sentir la main de sa petite serrer très fort la sienne dans Pirates des Caraïbes, ce sont des souvenirs inoubliables. Tant pis pour les ronchons !Mention spéciale à la soirée Halloween avec tous ces gens déguisés, cette ambiance bon enfant, la possibilité de faire les attractions de nuit...Et sinon l'application pour smartphone est plutôt bien faite, pratique pour connaître les temps d'attente aux attractions ou commander des billets coupe-fil si vraiment on n'en peut plus de la vie... Comme il y a beaucoup de monde sur le site, ça rame un peu, surtout pendant les spectacles... et alors, c'est vraiment si grave ?","Locmaria-Plouzané, France",fr,Écrit le 10 novembre 2022,"5,0 sur 5 bulles",no
nov. 2022 , En famille,Trop de temps d'attente.,"Trop d'attente, application qui ne fonctionne pas, hôtel vieillot, offre concernant la nourriture à revoir (junk food qui rend obèse à souhait).Point positif, le restaurant STEAKHOUSE qui essaie d'offrir qqch de différent et avec un assez bon service.",Bruxelles,fr,None,"3,0 sur 5 bulles",no
nov. 2022 , En famille,Disney peut mieux faire,"Manque de chaleur, style stop and go français sauce américaine qui prends malOn cherche et on attends beaucoup pour faire 5 mn d'attraction","Publier, France",fr,Écrit le 10 novembre 2022,"2,0 sur 5 bulles",no
oct. 2022, En famille,Heureux de l'avoir coché sur notre liste,"Nous avons séjourné au Sequoia Lodge, un hôtel de milieu de gamme sur le parc Disney. L'emplacement était génial (à 10 minutes à pied de l'entrée de Disney). Les chambres sont grandes et adéquates. Pour être honnête, le nôtre aurait pu faire l'objet d'un nettoyage en profondeur (plinthes, coins de chambre très poussiéreux et la cuvette des toilettes avait besoin d'un bon détartrage. La nourriture sous forme de buffet était idéale pour les voyageurs pressés (pas relaxant mais copieux et varié). Le voyage aller et retour était tellement stressant. Le vol était bien mais la navigation dans le train de l'aéroport Charles de Gualle à l'hôtel était difficile. Après avoir finalement trouvé le bon guichet (après une heure d'attente à cause d'une alerte à la bombe), j'ai payé 114 euros pour le train rapide (aller-retour) deux arrêts. C'était pour trois adultes. Mon mari a 74 ans (pas de concessions sur le prix du billet). Les parcs Disney étaient extrêmement propres. Les temps d'attente pour les manèges les plus populaires étaient en moyenne de 40 à 50 minutes et plus. C'était la moitié terme. L'agent de voyage a ajouté un laissez-passer photo sans expliquer l'affaire. Cela a coûté 75. 00. Quel gaspillage d'argent. Cela impliquait de faire la queue pour une photo avec vos personnages préférés à certains endroits clôturés à certains moments. Le seul que nous ayons essayé naviguer était Jack Skellington. C'était trois heures d'attente. Nous avons décidé que ce n'était pas une bonne utilisation du temps, nous n'avons donc pas obtenu une seule photo. Sauf si vous êtes un grand fan d'être photographié avec un personnage, ne gaspillez pas votre argent. Les cadeaux coûtent cher. Les petits cadeaux populaires comme les porte-clés, etc. coûtent 7 euros. Assurez-vous d'emporter une bouteille d'eau pleine avec vous. Les fontaines à eau potable sont difficiles à trouver. Prenez vos propres collations ou pique-nique (la nourriture est chère) . Le défilé principal était très impressionnant. Probablement mon préféré. Ne vous embêtez pas avec le manège Raiders of the Lost Ark. Quarante minutes d'attente pour une épreuve d'endurance en vitesse. Il boucle la boucle va si vite que votre tête claque et puis c'est tout. Absolument rien à voir.",20 contributions,fr,None,"3,0 sur 5 bulles",no
oct. 2022, En famille,Disneyland est Disneyland,"Pour mettre cette critique en contexte, aller à Disneyland n'était pas mon premier choix mais ma famille voulait le voir. C'était juste Disneyland avec quelques choses notables comme l'autocollant choc pour la ligne premium (200 $ PP xtra), le 30e anniversaire du parc parisien et le buffet ayant une touche européenne. Nous nous attendions à une foule énorme et cela n'a pas déçu. Vers le début de soirée, nous pouvions à peine nous déplacer dans la foule de Mainstreet. Contrairement à ce que dit le site Web, vous pouvez acheter des billets jusqu'au jour où vous partez. Ils ne semblaient pas couper les chiffres. Nous avons payé environ 140 $ PP et n'avons pas acheté l'accès Premium pour 200 $ PP supplémentaires. Nous avons plutôt utilisé l'accès à une seule ligne pour les trajets qui duraient plus d'une heure d'attente. Certains membres du personnel étaient fatigués et débordés mais ont fait du bon travail avec la foule... mieux que moi ! Les nouvelles ont dit qu'il y avait une protestation des touristes américains contre les prix abusifs la semaine où nous étions là-bas. Je n'ai vu aucune protestation, seulement un gamin qui crie! Obtenez les oreilles Disney Paris 30 ans. Au moins c'est unique.","Rancho Murieta, Californie",en,None,"3,0 sur 5 bulles",yes
None, En famille,Énormément de problèmes avec les terminaux de payement.,"Beau séjour, mais assez embêté à cause de beaucoup de problèmes avec les terminaux de payement qui étaient hors d’usage. Ce problème a duré quasiment toute la journée.De ce fait, obligé de retirer de l’argent plusieurs fois aux distributeurs avec des attentes interminables. Beaucoup de temps de perdu que l’on aurait pu passer dans le parc et aux attractions. Dommage",Luxembourg,fr,None,"3,0 sur 5 bulles",no
oct. 2022 , En famille,Séjour Halloween,"Relativement déçu de notre séjour de 3 jours spécial Halloween.Beaucoup trop de monde, impossibilité de faire toutes les attractions et/ou spectacle.Beaucoup trop de rupture de stock dans la collection des 30 ans et d'halloween.Par contre, très bonne soirée au Plaza Garden où la nourriture est très bonne et les serveurs et personnages sont adorables.On a beaucoup aimé être en Compass Club au Newport.",1 contribution,fr,Écrit le 10 novembre 2022,"3,0 sur 5 bulles",no
sept. 2022 , En famille,Déçu la dernière fois 💔,"Tout d'abord, nous aimons vraiment Disney et Disneyland en famille, quoi qu'il arrive. 💔 Mais, nous y avons passé 3 jours en famille en septembre dernier et ce fut une déception. 30% des attractions ne fonctionnaient pas correctement et c'était extrêmement frustrant. Je veux dire, réfléchissez-y, vous attendez au moins 40 minutes dans la file d'attente, mais l'attraction s'interrompt lorsque votre question est sur le point d'arriver. Maintenant, pensez que cela se répète plusieurs fois pour diverses attractions. Littéralement une expérience de perte de temps. 🥹 Aussi, il est dommage que les employés s'impatientent pendant que vous essayez d'expliquer votre problème. Les employés n'ont plus l'ancienne politesse. Nous avons rencontré une dame espagnole qui venait avec son fils pendant deux jours, et elle était très contrariée de ne pas pouvoir amener son fils correctement sur les attractions. Le parc n'est pas entièrement opérationnel mais ils vous facturent un billet d'une journée complète. N'est-ce pas vraiment génial ? De plus, la variété des marchandises dans les magasins était très limitée. Malgré toutes ces mauvaises expériences la dernière fois, c'est toujours l'un des meilleurs parcs au monde qui a un thème fort et des avantages saisonniers. Pour cette raison, nous aimerions revenir, en espérant que le parc fonctionnera mieux la prochaine fois. 🤷🏻‍♂️ En fait, j'ai envoyé ce commentaire sur leur page Instagram et ils l'ont supprimé. J'ai donc décidé d'ajouter le même commentaire ici.",2 contributions,en,Écrit le 10 novembre 2022,"3,0 sur 5 bulles",yes
oct. 2022,None,Joyeux,Voyez la joie sur les visages de mes filles jumelles lorsque nous leur avons dit notre destination et aussi lorsque nous sommes entrés dans le parc.,"Guernesey, UK",en,Écrit le 10 novembre 2022,"5,0 sur 5 bulles",no
nov. 2022, En couple,Première visite pour notre fille de  5 ans,"Ma fille de 5 ans a fait son premier séjour dans les deux parcs de Disneyland Paris. Elle en est repartie avec des paillettes plein les yeux. En allant vers le parking, elle m'a demandé quand on reviendrai.  La rencontre avec Belle , un câlin, un autographe, des photos était un moment magique pour elle. Le spectacle de Mickey et le magicien a été fabuleux, elle a même eu l'occasion de caresser un rhinocéros et un zèbre.  L'attraction avec Stitch était trop marrante.  Un seul bémol, les temps d'attente pour voir la princesse : 1h30, plusieurs attractions fermées au moment où nous passions : comme Pirate des Caraibes et Buzz l'éclair.  It's a sall world en fermeture pour travaux, mais ça nous le savions avant de réserver. Gros bug de wifi, impossible d'acheter des souvenirs en payant par carte, uniquement des espèces.    Les cast members très gentils, très bon accueil dans les différentes attractions et au Ranch Davy Crocket.  La nuit au clame dans notre bungalow.",3 contributions,fr,Écrit le 7 novembre 2022,"4,0 sur 5 bulles",yes
août 2022, En famille,Haut vol en bande organisée,Il te reste un peu de fric pour faire plaisir à tes enfants ?Tu t'ai saigné durant une année pour leur offrir ce parc ?Picsou et sa bande de brigands t'aiment déjà...,"Labourse, France",fr,None,"1,0 sur 5 bulles",no
oct. 2022 , En famille,Nouveau passage,Belle parade et  beau spectacle ! Mais la prestation générale du parc se dégrade et ne vaux pas son prix d'entrée. S'il y a trop de monde ?  il faut plus de manège. faire payer plus n'est pas la solution dans le contexte économique actuel. C'est créé de l'insatisfaction et de la frustration ce qui n'est pas le but d'un parc d'attractions.,4 contributions,fr,Écrit le 10 novembre 2022,"3,0 sur 5 bulles",no
nov. 2022 ,None,Toujours un plaisir,"Après tout, Disneyland est - comme toujours - un immense plaisir :) Cependant, c'est la première fois que nous allons là où il y avait TELLEMENT de monde. Mais c'était quand même correct de passer par l'entrée. Les files d'attente pour les manèges étaient interminables, alors nous venons de rencontrer le parc d'Halloween joliment décoré",2 contributions,da,None,"4,0 sur 5 bulles",no
None, En famille,Une vache à lait hors de prix et délabrée,"Je me souviens d'y être allé il y a 18 ans et d'avoir dit dans l'hôtel de style occidental et que c'était cher mais agréable. J'ai également visité celui de Floride il y a environ 15 ans et j'ai senti que Paris tenait bon. Quelle énorme déception ce fut. Vous ne pouvez acheter des billets qu'en ligne et à plus de 100 £ par personne et par jour, vous vous attendez à ce que le stationnement soit gratuit. Non, ils veulent 35 € pour ça aussi, pas de problème ici. Donc, vous marchez un moment sur le site, les airwalks ne fonctionnent plus, ils sont là mais n'ont pas fonctionné depuis longtemps. Le train qui fait le tour du parc où vous pouviez descendre dans différentes zones ne le fait plus, c'est la rue principale et c'est tout, les autres gares sont toutes fermées. Nous avons eu de la chance que nous soyons arrivés tôt au manoir hanté et que nous ayons fait un bon trajet, mais le trajet en train de montagne a duré environ 90 minutes en file d'attente, puis il s'est effondré lorsque nous sommes arrivés à l'avant et des hordes de gens ont dû partir déçus. Puis est allé à pirates des caraïbes ride, encore une fois, faute technique, ne fonctionne pas, puis à Buzz Light year, oui encore une fois faute technique, ne fonctionne pas. Nous avons fait la queue pour le déjeuner pour acheter un Burrito. 4 £ au Royaume-Uni, 13 € à Disneyland ! Un burrito au bœuf ne contient pratiquement pas de viande. Toute la salade, et je n'exagère pas quand ma femme a démêlé mes fils Burrito pour trouver la viande, elle a trouvé une taille de cuillère à café mélangée avec du riz à une extrémité! Cela a fini à la poubelle, les frites étaient bonnes, mais à plus de 20 € pour un seul repas avec burrito, frites et boisson, c'était une énorme déception. Donc, après notre arrivée à l'ouverture, à 13h30, nous avions réussi un seul trajet et nous nous sommes fait arnaquer de 60 € pour un déjeuner de qualité inférieure, mon impression de 12 ans si Disney n'est pas l'expérience client à vie pour lui. Alors on remonte jusqu'au départ jusqu'au service client pour négocier une forme de remboursement, on préférerait visiter Paris. Après avoir fait la queue pendant des heures, plein de clients mécontents, nous avons vu une dame. Il n'y a aucun moyen que nous obtenions un remboursement, semble-t-il, mais elle était au courant des pannes et a dit qu'elles n'étaient que temporaires pendant des «minutes», alors j'ai demandé pourquoi le personnel renvoyait les pauvres Les gens qui avaient fait la queue pendant si longtemps et pourquoi n'y en a-t-il pas des informations claires et laisser simplement les gens attendre 10 minutes de plus ? J'ai obtenu des laissez-passer rapides pour 3 manèges, donc plus de 4 heures après notre arrivée, et beaucoup de marche (nous avons parcouru 26 000 marches ce jour-là = 15 miles), nous avons finalement participé à 3 manèges de haut niveau, mais l'année lumière était constamment en panne et il a fallu beaucoup trop de temps, même avec des passes rapides pour y accéder. Star Wars avait des problèmes et les gens étaient littéralement assis à attendre pendant des siècles en attendant que les défauts soient corrigés. Quelle farce. À 22 heures, en 12 heures, nous avons réussi 7 trajets. L'orientation était médiocre, on nous a envoyé une sortie différente et il a fallu quelques essais pour trouver notre parking. Ce n'est pas une expérience que ma femme ou mon fils veulent répéter malheureusement.","Ipswich, England, United Kingdom",en,Écrit le 7 novembre 2022,"2,0 sur 5 bulles",yes
None, En famille,Déception totale,"Extrêmement déçue de mon séjour. Des années que je viens a disneyland paris mais cette fois la magie n opere plus. Tout d abord l'hôtel le New port très exactement, la chambre n'est pas propre, le rideau de la fenêtre ne tiens plus les lit sont durs et petits, les salles de bains extrement sales et pas de brosses WC. Le personnel de chambre qui rentre dans votre chambre a toute heure de la journée si bien qu'on a été dérangé plusieurs fois pendant la sieste. Ensuite les parcs Disney. Il y a de longues files d'attente on s'y prépare, mais leur système premier access est une honte une discrimination même !!! On a payé 1700 euros mes 3 jours et quand vous êtes dans le parc il aurait fallu re débourser 790 euros pour leur premier access. Une honte !! Comme creuser les écarts et les inégalités. Si seulement ce pass permettait de couper les files c'est une chose mais passer ces personnes en tant que privilégié et le reste des clients comme des moins que rien c'est absolument scandaleux. Quand au pavillon des princesses on attend 90 min avec des petits en bas âges. Qu a l arrivé on se fait crier dessus parce que ma fille a osé passer la tête derrière un paravent, elle voulait apercevoir la princesse et qu'on lui dise elle n a le droit de voir qu'une princesse et elle ne peux pas choisir. Et qu a ma sortie on vois les personnes premier access rentrer et qu'on leur propose de choisir avec quelle princesses ils veulent une.photo bah on se sent bien mal... idem au spectacle reine des neiges, vous attendez 45 min pour être parqué comme du bétail dans une salle debout ou au mieux assis par terre pour laisser les enfants voir un peu le spectacle les uns sur les autres alors que les premier access ont le droit a leurs fauteuils privatifs ... loin de la pauvre populasse qui ne s'est pas payé un fats pass a 200 euros !!! Pompe a fric a tout les niveaux !! Extrement déçue, et écœurée de disney","Gap, France",fr,None,"1,0 sur 5 bulles",no
nov. 2022 , En famille,Mitigé,"La magie des parades et des illuminations du soir est au rendez-vous. Mais pour le reste...des queues interminables, des manèges en panne tout cela pour un budget très conséquent je trouve vraiment cela dommage...on est vraiment dans le profit a tout niveau, la magie en devient au second plan. Il y a des choses à revoir...",3 contributions,fr,Écrit le 7 novembre 2022,"3,0 sur 5 bulles",no
None, En famille,Amusement non-stop,"Super 4 jours passés à Disneyland Paris, plein de manèges, files d'attente pas trop mal à part quelques manèges, Crush Coaster toujours occupé, super manège mais ne vaut pas 2 heures d'attente quand il y a tellement de meilleures montagnes russes qui durent une heure ou moins attendez, à certains moments de la journée, vous pouvez monter sur certains des meilleurs manèges en moins de 30 minutes, nous avons eu de la chance sur l'Avengers Assemble, nous sommes montés en 15 minutes et quand nous sommes sortis, c'était une file d'attente d'une minute, à l'heure nous sommes descendus une deuxième fois, c'était de retour à la file d'attente de 40 minutes, donc au bon endroit, au bon moment. Les spectacles sont fantastiques, ainsi que les défilés et les spectacles de lumière la nuit avec les feux d'artifice. Maintenant, les files d'attente pour les personnages prenaient beaucoup trop de temps , la plupart plus d'une heure pour se faire prendre en photo avec le personnage, mickey bien, nous n'avons tout simplement pas essayé avec la longueur de la file d'attente, ils ont besoin d'une certaine organisation dans ce domaine. Manque également de pass rapide inclus avec le billet d'entrée, c'est 3 fois le coût de Florida Disney sinon plus, mais en Floride, vous pouvez réserver jusqu'à 3 fas t passe à la fois toute la journée, inclus dans le billet, Paris c'est faire la queue ou payer un supplément pour un pass rapide par trajet.Le pass photo est également inclus dans le prix du billet Floride, mais à Paris, il est payé par photo.Dans l'ensemble, nous passe un bon moment mais ils ont besoin de prendre des leçons de leur famille de Floride.",59 contributions,en,Écrit le 7 novembre 2022,"5,0 sur 5 bulles",yes
nov. 2022,None,poussette volée au parc Disney,"Soirée Halloween gâchée par le vol de notre poussette !Il nous est impossible d'attacher avec un cadenas la poussette. Il nous est impossible d'entrer dans l'attraction avec la poussette. Aucun signe de prévention des vols qui sont très fréquents, selon les dires du commissariat de police de Chessy. (qui reçoit des centaines de plaintes de vol de poussettes chaque année)Après notre réclamation au city hall, la personne nous a dit qu'elle en avait informé la sécurité du parc. Nous avons donc été demandé si la sécurité à l'entrée avait été informée du vol. Les personnes, qui avaient vraiment l'air peu concerné, nous ont répondu par la négative. Quelles sont les personnes qui ont été prévenues ?Je suis indigné par la façon dont notre réclamation a été traitée.Je suis indigné par la façon dont vous, les dirigeants du parc Disneyland Paris, sécuriser les poussettes au sein de vos infrastructures.","Caen, France",fr,None,"1,0 sur 5 bulles",no
nov. 2022 , En famille,magique,"toujours aussi magique, super moment en famille et avec un super beau tempsHotel acceuillant mais a rénover (30 ans déja)","La Louviere, Belgique",fr,None,"5,0 sur 5 bulles",no
