dateSejour,situation,titre_comm,comm,loc,langue,dateAvis,note,photo
août 2021 , En couple,Ça ne vaut pas le coup!,"Par rapport au parc Disney .. les studios sont un parc d'attractions tout à fait normal .. avec 10 manèges , d'ailleurs très normaux .. 2/3 avec des décors particuliers .. et des files d'attente évidemment hallucinantes !!! Mais pour le prix du billet ça ne vaut pas le coup à mon avis !! Mieux vaut passer son temps dans l'autre parc !!!",163 contributions,it,None,"2,0 sur 5 bulles",no
août 2021, En famille,Pas à la hauteur de la version Floride,"Trois et demi. Très bien situé, mais petit et rapidement terminé le parc. Choix de restaurants limité. Une ombre de la version Floride. Les manèges étaient amusants - mais les files d'attente étaient longues. Je passerais plus de temps au parc Disneyland à côté.","Bruxelles, Belgique",en,Écrit le 13 septembre 2021,"3,0 sur 5 bulles",no
août 2021 , En famille,Vaut le détour,"Il y a beaucoup d'endroits intéressants, le paysage vaut le coup d'œil. Les repas du restaurant sont délicieux et pas chers. Le spectacle de lumière du soir est inoubliable, rappelle beaucoup de souvenirs d'enfance.",France,en,None,"5,0 sur 5 bulles",yes
août 2021, En famille,du rêves et de l'attente,"La magie est toujours présente dans ce parc, le seul bémol c'est les temps d'attentes qui ne correspondait pas à ceux qui était affiché sur l'application. Dommage qu'en ayant développer une bonne application elle ne soit pas utilisé dans tous ces moyens possibles. Les spectacles sont complets une heure avant et cela n'est dit nul part, les rencontres avec les personnages sont inaccessibles à cause de trop d'attente. Le personnel du parc est très gentil.","La Mure, France",fr,Écrit le 29 août 2021,"4,0 sur 5 bulles",no
août 2021 , En famille,Manque d'attractivité ,"Parc où il n'y a pas beaucoup d'attraction c'est dommage. Et pas beaucoup d'endroit où se restaurer !! Je sais que la parc a s'agrandir... Mais quand même 🙃.Bcp de monde à cruch croster, et la tour de la terreur. ","Salon-de-Provence, France",fr,None,"4,0 sur 5 bulles",no
août 2021 , En couple,Déception,Très décevant . Beaucoup d’attractions fermées et qui engendrent des temps d’attente hallucinants pour un temps très court d’attraction ( tapis volant 45 min pour 1 min 25 d’attraction ).Je conseille de ne pas y aller et d’attendre les nouvelles attractions . Attention prévoir un budget conséquent car les prix sont exorbitants de l’entrée au restaurant en passant par les boutiques et le parking,"Mondeville, France",fr,Écrit le 27 août 2021,"2,0 sur 5 bulles",no
août 2021 , En famille,Trop cher pour le nombre d'activités à faire,"Très déçu de disney studio. Même prix que Disneyland mais avec 4 fois moins d'activité. En 5 ans, beaucoup d'attractions ont fermés ou changé en moins bien. Pour l'attraction nemo bon courage possible de faire de 9h30 à 11h ou à partir de 17h. Il faut réussir à choper un pass pour les autres horaires.  Pass qui partent sur l'application en 30 secondes donc bon courage. Plus de plan papier, application à mettre sur téléphone donc toujours le nez dessus car plus compliqué que le plan. Tres déçus de notre journée surtout vu le prix, c'est honteux. Nous n'irons plus avant 2025, que les  travaux d'agrandissement soient finis....selon les dires d'une employées.",1 contribution,fr,Écrit le 27 août 2021,"2,0 sur 5 bulles",no
août 2021 , En famille,Attendre 2024 et l'agrandissement du parc ! ,"Trop d'attractions sont fermées du fait des travaux d'agrandissement en cours ! Pour ados reste la Tour Twilight, RC Racer et crush Coaster. Un peu léger d'autant que les billets ne sont pas moins chers ! ","Lyon, France",fr,Écrit le 27 août 2021,"3,0 sur 5 bulles",no
juin 2021, En famille,OU LES RÊVES DEVIENNENT RÉALITÉ,"A partir du moment où j'entre par le péage du parking jusqu'à ce que je parte. Chez Disney, vous vivez des expériences uniques à tout moment. Aussi bien pour les adultes que pour les plus petits de la maison, j'y suis allé 5 fois, et je recommencerai autant de fois que nécessaire.","Madrid, Espagne",es,None,"5,0 sur 5 bulles",no
août 2021 , En famille,Décevant,Le parc est clairement en transition avec la création des nouveaux espaces en cours Reine des neiges et Marvel. Mais dans l attente de ces nouveaux mondes et avec la disparition des anciens il reste bien peu de choses à faire. Fini le cinémagic finis les cascadeurs fini le tramtour certes remplacé par un tour rénové mais bien plus court. Stitch fait relâche les lundi et mardi et oui même durant la période estivale. Quant à la gestion des flux élément primordial d un parc d attractions elle est... particulière. Si vous ne parvenez pas à obtenir un stand by pass pour Crush coaster entre 13h00 et 13h01 11h00 et 11h01 15h00 et 15h01 c est fichu vous ne pourrez pas faire l attraction ! Les cast membres sympathiques mais dépassés essaient fort poliment d expliquer le système mais s y perdent un peu eux mêmes... L espace Ratatouille est bien mis en scène mais se limite à l attraction à la boutique et au restaurant. Cruel manque d imagination... Le plus beau maintenir le même tarif pour une offre amputée d un tiers... Dommage Mais restons optimistes et attendons avec impatience les prochaines ouvertures...,"Le Havre, France",fr,Écrit le 24 août 2021,"2,0 sur 5 bulles",no
août 2021, Entre amis,"Pas mal, sans plus. Pas de renouvellement jusque l'an prochain.","Une bonne demi journée suffit pour en faire le tour car les spectacles sont supprimés et certaines attraction en cours de rénovation, en vue des 30 ans du parc l'an prochain. L'attraction avec les décors de cinéma et cascadeurs a été supprimée pour reconstruire un espace ""Avengers"" qui ouvrira l'an prochain. Il serait temps de rajouter les derniers personnages des derniers films car Buzz l'éclair commence à dater !  Les jeunes enfants de 5-8 ans ne s'y retrouveront plus ; c'st bien pour les générations 30-50 ans qui retrouvent leurs anciens héros ! Pas de nouvelles attractions depuis 10 ans. Nous avons vite basculé vers l'autre parc, plus magique.D'ailleurs, ce parc ferme à 18 heures, preuve qu'il n'y a pas tant de choses que cela à faire.","Lille, France",fr,Écrit le 24 août 2021,"3,0 sur 5 bulles",no
août 2021 , En famille,"Nice, mais avec peu de manèges.","J'ai acheté le billet pour 2 jours : pour accéder au parc il était obligatoire de réserver l'entrée et de dater le billet, je n'ai pu dater que le premier jour. Dès mon arrivée j'ai immédiatement demandé des informations au personnel et ils ont été très gentils et ont résolu mon problème en 5 minutes.Quant aux studios Disney, je suis désolé que de nombreuses attractions aient fermé (j'y suis allé 2 fois même en tant que enfant), comme celui des montagnes russes Rock n', ou celui d'Armageddon, pour insérer des manèges plus d'attractions pour les enfants. Sans compter qu'ils ont continué à fermer les attractions pour cause de problèmes techniques, avec au moins 40 minutes de file d'attente. On ne parle pas du caboteur de Crush, la connerie du pass stand-by qu'il fallait réserver (je ne le savais pas et Je ne pouvais pas le faire.) La seule attraction qui fait monter l'adrénaline est la Tour de la Terreur. Spectacles fermés, Animagique, l'atelier de dessin... Malheureusement décevant... L'attraction Ratatuille est très sympa.Dans l'ensemble j'aimerais bien y retourner mais ce serait bien de pouvoir ajouter plus de manèges pour les adultes aussi.","Varese, Italie",it,None,"2,0 sur 5 bulles",yes
août 2021, En famille,déçue,"des files incroyablement longues alors qu'il y a un nombre limité de personnes pouvant accéder au parcLa nouvelle attraction cars etait en panneImpossible d'avoir de fast pass pour ratatouille ou la tour de la terreur, les fast pass n'existent plus!impossible de réserver un créneau pour crush coaster via l'app'pour rencontrer les personnages reine des neiges il faut arriver une heure à l'avancenous avons fait la rencontre avec mickey et une princesse dans le théatre mai il a fallu attendre assez longtemps pour pouvoir rentrer, et la princesse n'intéragit quasiment pas, elle savait juste qq phrases toutes faites en français","Montignies-Saint-Christophe, Belgique",fr,Écrit le 24 août 2021,"3,0 sur 5 bulles",no
août 2021 , En famille,Deplorable,Ayant pris des billet pour les 2 parcs c est une honte de vendre les billets pour studio plus de la moitié du parc et fermé donc les gens se retourne sur les jeux qui reste de plus il vont faut réserver les place sur l application pour le Custer mais quand vous voulez réserver aucun créneau. Bilan de ce parc on a pu juste faire ratatouille et le mini train pour enfant. Ça faire cher le billet pour ça.Recommandation n y aller pas!!!!,1 contribution,fr,Écrit le 13 septembre 2021,"1,0 sur 5 bulles",no
août 2021 , En famille,Merci,"Le parc a su garder de sa magie malgré les conditions sanitaires .. personnel très agréable et souriant, attractions qui enchantent les petits et les grands.. un très agréable moment .. merci à vous","Aix-en-Provence, France",fr,None,"4,0 sur 5 bulles",no
juil. 2021, En famille,sympa mais,"Le parc serait merveilleux s'il était complet. En juillet 2021 certaines attractions ont été fermées (cinémagique, animagique par exemple), d'autres ont été modifiées (le train de voitures dure 3 minutes et est considérablement réduit) et certaines zones pas encore ouvertes (la zone merveille ouvre en 2022 alors que la guerre des étoiles et gelée pas avant 3-4 ans). Pour l'instant c'est un peu dommage","Pietra Ligure, Italie",it,None,"4,0 sur 5 bulles",no
août 2021 , En couple,Déception,"Nous regrettons beaucoup le parc studio du début ,trop de travaux,seulement 1 spectacle,peu d attractions ,certaines avec des pannes",2 contributions,fr,Écrit le 19 août 2021,"3,0 sur 5 bulles",no
août 2021 , Entre amis,La version low cost,"Studio.... la version low cost de disneyland paris.Parc sale, personnel désagréable.Beaucoup d'attenteManque de professionnalisme des cast members","Charquemont, France",fr,Écrit le 12 août 2021,"2,0 sur 5 bulles",no
août 2021 , En couple,Du vol,"A EVITER ABSOLULENT car :- il s’agit d’une fête forraine classique - Seulement 10 attractions- Où sont les studios de cinéma ?- Parking à 30€ par voiture - 3x plus de restaurants et boutiques que d’attractions- Musique trop forte et ahurissante - Personnel désintéressés de leur travail - Attraction Cars completement inutile- Attraction Crush coaster uniquement sur réservation internet- Aucun spectacle - Aucun banc pour s’asseoir- Aucun divertissement dans les rues- 3/4 des attractions sont des files d’attente pour des photos avec les personnages - Pas de plan pour s’orienter dans le parcJe suis restée 2h, ai fait 1h30 de queue pour 3 attractions et 15 mn de divertissement !- Cars route 66 : sans intérêt (il vaut mieux payer un billet d’avion pour faire la vraie route 66 !)- Tower… : pas trop mal mais attention au mal de cœur !- Ratatouille : manège en panne quelques mn (client non averti), trop rapide (pas le temps de voir ni comprendre), musique trop assourdissante), paroles mélangées en français et anglais (on n’y comprend rien du tout), on arrive devant le restaurant (le message est clair non ?. Vraiment dommage…CE PARC MÉRITE D’ETRE FERMÉLe client est une pompe à fric.Je n’ai vu personne avec le sourire,  surtout les enfants qui sont les 1ers concernés","Louvres, France",fr,Écrit le 10 août 2021,"1,0 sur 5 bulles",no
sept. 2020 , En famille,Plongez dans le cinéma,Expérience incroyable entre décors célèbres et montagnes russes à couper le souffle. Fortement recommandé à ne pas manquer. j'ai hâte d'y retourner,"Calabre, Italie",it,None,"5,0 sur 5 bulles",no
août 2021, Entre amis,toujours au top,"Le parc est beaucoup plus petit que le principal, mais avec des attractions à sensations et sur des thèmes disney non encore utilisé dans l'autre parc. Avec le covid les temps d'attente n'étaient pas si long pourtant nous y sommes allé fin juillet un week end (max 60min). Les attractions sont top on retombe en enfance de suite","Sainte-Marie-aux-Chênes, France",fr,Écrit le 5 août 2021,"5,0 sur 5 bulles",yes
juil. 2021, En famille,De nombreuses attractions fermées,"Très beau parc mais quand même avec beaucoup de clos, un petit parc par rapport à Orlando. Nous avons été déçus par le manque d'informations et le service laisse beaucoup à désirer.","Vila Nova de Gaia, Portugal",pt,None,"3,0 sur 5 bulles",no
juil. 2021, En famille,Cool mais il devrait être mis à jour pour les 30 ans en 2022 !,"Nous avons vraiment apprécié certaines des manèges ici. Nous en avons répété quelques-unes 2 à 3 fois. Dommage qu'il ferme à 18h. La balade sur la rivière était agréable et les temps d'attente étaient plus courts que dans les autres parcs Disney. Des signes de dépréciation peuvent être vus maintenant. Il a ouvert ses portes en 1992. Dans l'ensemble, c'était très amusant ! :-)","Budapest, Hongrie",en,Écrit le 11 août 2021,"4,0 sur 5 bulles",no
juil. 2021 , En famille,Vraiment décevant ,"Parc très petit. Complètement en travaux. Peu d'attractions et beaucoup de monde donc énormément d'attente. Le personnel est désagréable surtout à la rencontre avec les avengers. La nouvelle attraction cars est ridicule et ennuyeuse, c'est complètement raté.  Hyper décevant par rapport à la qualité du parc principal. On a l'impression qu'on a pas les mêmes standards de qualité et de gentillesse dans les deux parcs.  Les points positifs : attraction ratatouille et pour les petits le nouveau spectacle Dream factory.  ","Wasquehal, France",fr,Écrit le 10 août 2021,"2,0 sur 5 bulles",no
juil. 2021, En famille,Bien,"Séjour de 2 jours aux 2 parcs pour le walt disney studios beaucoup de travaux donc vraiment dommage, le standby pass ne fonctionne pas donc cela ne sert à rien !! Impossible sur les 2 jours d'obtenir de la place pour les photos avec les avengers à chaque fois 4 fois quand même les enfants super déçus ! juste revenez une autre fois c'est complet oui cela fait 3 fois !!!!","Courbevoie, France",fr,Écrit le 29 juillet 2021,"3,0 sur 5 bulles",no
juil. 2021, En famille,Je m'attendais à ce qu'il soit plus grand et avec plus d'attractions,"C'était la première fois que j'allais aux Walt Disney Studios ... je m'attendais à ce qu'il soit un peu plus grand et avec beaucoup plus d'attractions, pour moi les plus remarquables sont la Hollywood Tower et Ratatouille ... vous pouvez le visiter en moins d'un jour... en plus du parc principal nous allons le visiter... mais peut-être pas seul.",Disneyland Paris,it,None,"3,0 sur 5 bulles",no
juil. 2021, En famille,Standby pass = arnaque,"Venue passer un séjour en famille, je suis déçue de ce parc. En effet, trop d'attractions avec beaucoup d'attente! La nouvelle attraction CARS ne sert à rien, je m'attendais à mieux. Je préférais l'attraction du départ où l'on voyait les décors, les costumes...Je suis très déçue de ce nouveau système le standby pass. Il faut réserver un créneau pour pouvoir faire Crush's coaster. Encore faut-il y arriver et avoir un téléphone qui le permet. Et quand par miracle on y arrive, on fait la file d'attente normale. Aucun intérêt! Et pour couronner le tout, il y aura un système payant au mois d'août, on nous prend vraiment pour des vaches à lait. On paye déjà l'entrée ou le séjour et il faut repayer. On est pas dans une fête foraine où on doit payer pour faire un manège! Vraiment déçue.","Aubiere, France",fr,Écrit le 29 juillet 2021,"2,0 sur 5 bulles",no
juin 2021 , En famille,Ne vaut pas le détour,"3 grosses attractions seulement encore disponibles : Ratatouille, Nemo et la Tour de la terreur (du coup + de temps d’attente).Certaines attractions ne sont plus disponibles car elles sont dans la nouvelle zone en construction (espace Marvel et La reine des neiges), plus de Roller Coaster, ni Armageddon. Certaines ont été modifiées, l’attraction Cars est ridicule et ne vaut vraiment pas celle d’avant ou l’ont découvrait les coulisses et les décors des films.Plus aucun spectacle comme avant sur les coulisses de création des films Disney, seulement des espaces pour prendre des photos avec les personnages Disney… Espaces restauration très limités.Ça ne vaut vraiment pas le détour, aucun effort sur le prix même si moins d’attractions sont disponibles.Je vous conseille d’attendre l’ouverture des nouveaux espaces sinon ça ne vaut pas le coup.","Orléans, France",fr,Écrit le 29 juillet 2021,"2,0 sur 5 bulles",no
juin 2021 , En famille,Surfait,"Le battage médiatique du parc est surestimé, oui c'est grand et vous voyez beaucoup de personnages et devinez ce que vous êtes censé faire c'est Disney land (Paris). Avec le Nouveau, le temps d'attente des restrictions pour un selfie avec un personnage était d'au moins 45 mètres, imaginez un enfant voulant voir peu de temps d'attente de personnages ???! Même pour les trajets, le temps d'attente était extrêmement long, alors que d'un autre côté les magasins et les restaurants étaient surpeuplés. Une chose ennuyeuse à propos de ces trajets en taxi dans le parc, hier 24 juillet entre 12 et 2 heures, la conductrice des pompiers était la reine d'impolitesse, a essayé plusieurs fois de faire monter les enfants, mais il semble qu'elle n'était pas d'humeur à conduire. Dans l'ensemble, vous passez toute la journée dans le parc pour avoir accès à quelques manèges","Dubaï, Émirats arabes unis",en,Écrit le 29 juillet 2021,"3,0 sur 5 bulles",no
juil. 2021 , En famille,Sensations fortes garanties,"C'est le parc où se concentre le plus d'attractions à sensations fortes comme notamment The Hollywood Tower Hôtel, Crush's Coaster, RC Racer et Toy Soldiers Parachute Drop. Quelques problèmes techniques sur le Crush's Coaster le jour de notre visite.Grosse déception à l'attraction Cars road trip, le réaménagement n'est pas réussi car très peu de décors, pour ma part je préférerais l'ancien décor.",Nouvelle-Calédonie,fr,Écrit le 22 juillet 2021,"4,0 sur 5 bulles",yes
juil. 2021 , En famille,Trop de monde et trop cher,"C’est un peu l’arnaque le parc Disney Studio, 70€ la place pour au final faire 1 fois Nemo , car impossible de réserver un créneau sur leur application. On a pu faire les autres attractions mais avec quasi 1h d’attente à chaque fois. Bref, si vous avez de l’argent à perdre, c’est pour vous, sinon, passez votre chemin.",52 contributions,fr,Écrit le 20 juillet 2021,"1,0 sur 5 bulles",no
juil. 2021 , En famille,visite ,"J'adore ce parc, excellents pour les sensations, l'attraction Némo est superbe ainsi que la tour de la terreur et le petit plus : nouvelle attraction sur le thème de cars. Tout pour être heureux ",12 contributions,fr,None,"5,0 sur 5 bulles",no
juin 2021, En famille,A faire ne serait-ce que pour Ratatouille et Cars !,"Petit frère du Parc Disneyland, le parc Walt Disney Studios n'en reste pas moins incontournable que ce soit pour Ratatouille ou les attractions Cars (ou pour le CrushCoaster et la Tour de la Terreur pour les plus téméraires). De plus, si vous en avez l'occasion, allez déjeuner au bistrot Chez Rémy et gouter à la cuisine française traditionnelle Made by Rémy !","Fontaines-sur-Saône, France",fr,Écrit le 14 juillet 2021,"5,0 sur 5 bulles",yes
juil. 2021 , En famille,Peu d'attractions ,Dommage que la moitié du parc soit fermé. Il y a très peu d'attractions. Ca ne vaut pas le coup d'acheter des billets car en tres peu de temps le tour est fait. Dommage. ,"Le Cannet, France",fr,Écrit le 20 juillet 2021,"3,0 sur 5 bulles",no
juil. 2021, En famille,"Un peu moins bien que DisneyLand, moins d'offres.","Nous n'avons passés qu'un demi-journée aux studios tellement il y a peu d'attractions.Némo, le roller coster et la tour de la terreur sont les seules attractions adaptées aux adolecents.Le grand bâtiment à l'entrée avec le passage des visiteurs et mickey sur son balcon est très décevant ; décoration pas belle et musique pas agréable, il faudrait refaire cet endroit en plus lumineux.","Saint-Jean-de-Luz, France",fr,Écrit le 20 juillet 2021,"3,0 sur 5 bulles",no
juin 2021, En famille,on adore,super parc plus petit que le principal mais avec de trés bonnes attractionsseul bémol la renovation de studio tram tours en cars est ratée!! ininteressant ,"Montpellier, France",fr,Écrit le 28 juin 2021,"5,0 sur 5 bulles",no
mai 2021 , En famille,"Voyage totalement inutile, ne vaut pas la peine","J'ai acheté des souvenirs perdus lors d'une attraction mal gérée. Malgré les premières garanties qu'ils les auraient récupérés à la fin, ils ne l'ont pas fait et ils ne me les ont même pas remplacés. Ou remboursé. Beaucoup d'excuses mais peu de faits. Certaines attractions sont très dangereuses. Et si votre portefeuille était épuisé ? Au même prix du billet, de nombreuses attractions fermées, celles ouvertes alors qu'il y avait beaucoup moins de monde que d'habitude, avaient des files d'attente allant jusqu'à 50 minutes. Donc les restos. Dans l'ensemble rien de spécial, Gardaland bien mieux !!!","Milan, Italie",it,None,"1,0 sur 5 bulles",no
oct. 2020 , En famille,Magnifique,"Deuxième visite sur ce lieu et toujours impressionnée de tout.. des attractions aux décors, tout est parfait ","Montigny-les-Metz, France",fr,Écrit le 30 mai 2021,"5,0 sur 5 bulles",yes
nov. 2020 , En couple,Excellent,"Nous adorons ce parc. Il n'obtient pas l'appréciation qu'il mérite! Nous avons vu tellement de personnages ici se promener spontanément pour se rencontrer et se saluer, ce qui a rendu l'expérience tellement plus magique. Les spectacles sont super. Surtout coudre en direct. De plus, le spectacle de cascades était hors de ce monde! Nous avons constaté que les manèges pour les jeunes enfants avaient des files d'attente plus longues que dans l'autre parc. Toujours aussi propre et bien rangé !","Angleterre, UK",en,Écrit le 15 janvier 2021,"5,0 sur 5 bulles",no
août 2020 , En famille,Excellent,"Ce fut une très belle journée en famille, les yeux émerveillés, enchanté, rigolo 😂, nous sommes très pressés d’y retourner","Lorient, France",fr,Écrit le 21 décembre 2020,"5,0 sur 5 bulles",no
août 2020, En famille,sympa,il manque sans doute quelques attractions pour le considérer comme un parc à lui tout seul... mais parc original et complémentaire avec le parc principal.,"Angers, France",fr,Écrit le 5 novembre 2020,"3,0 sur 5 bulles",no
oct. 2020 , En famille,Bravo et merci,Dans les 2 parcs Disney tout vraiment tout est fait à tous les niveaux parcs hôtels et restaurants  pour les distances sanitaires et il y a du gel hydroalcoolique partout. Vraiment merci beaucoup à tout les personnel qui reste disponible et souriant quoi qu’il arrive. Un grand merci pour le travail fourni. Nous avons passé un super séjour.,"Paris, France",fr,Écrit le 26 octobre 2020,"5,0 sur 5 bulles",no
janv. 2018 , En famille,Bon sejour,"Super moment, le personnel est à l’écoute, le parc est propre et les attractions sont super.En temps de Covid, il y a moins de monde, c’est agréable de pouvoir effectuer divers attractions sans faire la queue trop longtemps.Les mesures prises pendant cette sombre période sont à la hauteur du parc.","Portet-sur-Garonne, France",fr,Écrit le 26 octobre 2020,"5,0 sur 5 bulles",no
oct. 2020 , En famille,il faut le visiter,"On ne pouvait pas concevoir Disney sans le studio, et finalement on a passé plus de temps en studio qu'à Disney. L'entrée spectaculaire, vous entrez dans une rue d'Hollywood, quand vous quittez une vue sur les attractions et que vous voulez tout faire. Avec des restrictions, les spectacles ne sont que des points photo mais ça vaut le coup. Je vous recommande vivement de passer par le spectacle Stich. Aussi les attractions, Ratatoille et celles pour les plus petits.Dommage que la partie Marvel ne soit pas encore ouverte.",167 contributions,es,Écrit le 23 octobre 2020,"4,0 sur 5 bulles",no
oct. 2020 , Entre amis,Triste ,"Quasi pas d'attraction ouverte le parc est triste, et est ouvert en semaine que de 11h à 16 h bref économiser votre argent.... ","Haute-Normandie, France",fr,Écrit le 21 octobre 2020,"1,0 sur 5 bulles",no
oct. 2020, En solo,Déçu,Déçu avec ce peu d'attractions en temps de rénov ainsi que des horaires beaucoup trop réduites en semaine (11h-16h) ... A peine sorti du Bistro de Remy on voulait refaire quelques attractions mais le parc fermé déjà ... :(,"La Ciotat, France",fr,Écrit le 16 octobre 2020,"3,0 sur 5 bulles",no
oct. 2020 , En couple,Accès refusé ,"Accès refusé avec nos pass annuel pour ce week-end car le parc est 'complet' pourtant la vente de billeterie datée pour ce week-end est toujours ouverte ainsi que les séjours ! La centrale de réservation me propose même d'acheter des billets pour ce week-end afin d'accéder au parc ! Un comble étant titulaire d'un pass me permettant normalement d'accéder au parc et cela démontre à quel point le parc est complet ?! Complet pour nous autres'Vache a lait' que nous sommes ! Trouvez vous cela normal de continuer à vendre alors même que vous n'êtes pas en capacité d'accueillir vos pass annuel ?!Merci en tout cas pour ce moment de magie à la Disneyland, mon neveu de 6 ans sera ravi d'apprendre qu'il n'ira pas voir Mickey ce week-end car les actionnaires n'en ont pas encore assez plein les fouilles !! ",sete,fr,None,"1,0 sur 5 bulles",no
oct. 2020, En famille,Week-end en famille,"Dans l'attente de l'agrandissement du parc, nous avons beaucoup apprécié ces jours-ci des attractions puisque nous ne connaissions pas ce deuxième parc. Préparez-vous à la surprise de la Hollywood Tower et de celle de Nemo, car vous ne voyez pas l'attraction fonctionner tant que vous ne montez pas. Partie émotionnelle et très détaillée de Toy Story. J'ai hâte d'y retourner.Un point négatif pour la question des casiers, le parc a besoin d'un endroit pour ranger ses valises car ils vous obligent à aller au premier parc et la file d'attente est immense.Prix en général, très chers.","Badalona, Espagne",es,None,"4,0 sur 5 bulles",no
sept. 2020, En famille,Petit,Le plus petit des deux parcs ou vous avez vite de faire le tour vu les restrictions sanitaires en cours ,"Faulquemont, France",fr,None,"3,0 sur 5 bulles",no
oct. 2020 , Entre amis,Nullissime ,"Hyper déçue. Parc en travaux , tram tour fermé, où est passé le superbe spectacle de cascades de voitures ??? Et la projection du film Mickey avec les éléphants roses dont je ne sais plus le nom ? Le reste des manèges vous retrouverez leur copie à Disneyland. Tapis volant = dumbo, les voitures cars qui tournent dans tous les sens c’est l’équivalent des tasses, le coaster nemo c’est un space mountain un peu moins violent.Tant de pub faite pour Ratatouille...c’est vraiment pas terrible. Oui les décors sont beaux mais c’est tout, les plus petits aimeront à coup sûrN’y allez pas avant 2026, ouverture prévue de la nouvelle zone Marvel et de la reine des neiges. En espérant que les attractions fermées en ce moment ré-ouvrent et soient améliorées.","Besançon, France",fr,Écrit le 5 octobre 2020,"1,0 sur 5 bulles",no
sept. 2020 , En famille,Déçue,"Si vous souhaitez aller au parc Disney studio, le tour est fait en deux heures maximum, très peu d’attractions sont ouvertes durant cette période de rénovation.","Lille, France",fr,None,"3,0 sur 5 bulles",no
sept. 2020 , En famille,Déçu ,Avec les travaux ce n'est plus ce que c'était mais très hâte de voir la rénovation d'ici la cela ne vaut vraiment pas le coup ,18 contributions,fr,Écrit le 1 octobre 2020,"3,0 sur 5 bulles",no
sept. 2020, En famille,Aberration et déception,"59 euros pour 5 attractions, sans compter le parking, le déplacement et le repas... C'est scandaleux!Nous avons visité Disneyland en janvier, c'était l'enchantement. Nous avons donc voulu visiter le studio... Entrés à 10h, nous avions fini à midi! Où sont les 18 attractions (description du site)? La moitié du parc est en travaux, l'attraction réputée, Nemo, en réparation, mais le tarif d'entrée reste identique! C'est de l'abus, nous sommes très déçus du business de Disney, il va trop loin! Nous n'avons même plus envie de retourner à Disneyland, nous sommes trop dégoûtés de cette expérience. Le studio ne vaut la peine d'être visité que lorsque vous prenez un billet combiné pour les 2 parcs, et encore 20 euros pour ça, c'est limite, il y a d'autres parc bien plus raisonnables.","Baie-Mahault, Guadeloupe",fr,Écrit le 30 septembre 2020,"1,0 sur 5 bulles",no
sept. 2020, En famille,voyage hors du monde,"Grace au Covid ,c'est un reve qui devient realité. On est completement  dans un autre monde. Tout est beau les gens sont  super simpas et gentils C'est un reve eveille Merci","Vernaison, France",fr,Écrit le 24 septembre 2020,"5,0 sur 5 bulles",no
sept. 2020 , En famille,Multitudes de choses à voir,"Le second parc, le Studio, est sympa même si en ce moment il y a quelques attractions fermées.En ce moment il n’y a pas beaucoup de monde avec le COVID donc très peu d’attente aux attractions.Vivement que l’extension soit fini.",99 contributions,fr,Écrit le 24 septembre 2020,"3,0 sur 5 bulles",no
janv. 2020, En famille,Excellente expérience,"Excellent endroit à partager avec votre partenaire ou votre famille C'est très bien créé et agréable même s'ils ne sont pas comme ceux d'Orlando Les attractions sont très actuelles et bien faites La seule chose que j'aime, c'est que quand nous y sommes allés et il y avait deux attractions de service mais ils vous disent quand vous vous approchez de l'attraction au lieu de vous le dire avant d'entrer pour pouvoir décider si l'on continue avec l'idée d'entrer ou de revenir un autre jour.","Caracas, Venezuela",es,None,"4,0 sur 5 bulles",no
août 2020, En famille,"Bon parc, mais pas grand chose à faire!","La seule raison pour laquelle nous sommes allés dans ce parc était pour quelques-uns des manèges et quelques-unes des nouvelles rencontres et salutations sociales à distance. Ratatouille était la meilleure balade de la journée. Nous ne sommes pas allés sur Crush's Coaster, car quand nous sommes arrivés, en temps magique supplémentaire, il était déjà à 40 minutes. L'attente est même montée à 70 dans la journée avant de s'installer à 50 avant la fermeture. La nouvelle rencontre et les salutations à distance sociale sont fabuleuses. La rencontre et l'accueil de Marvel étaient mes préférés car j'ai pu rencontrer Loki, qui est le meilleur! Les personnages changent toutes les demi-heures. Ainsi par exemple, à 23h00, ce serait Thor, Loki, Black Widow et Spider-Man. À 23h30, ce serait Captain America, Captain Marvel, Doctor Strange et Black Panther. C'était une rencontre tellement amusante. Une autre bonne chose à faire était les nouveaux spots de rencontre et d'accueil de Frozen. Bien que vous deviez pré-réserver cela via Lineberty. . . C'était tellement difficile d'obtenir une réservation, je me rafraîchissais constamment avec trois téléphones. Je n'aime vraiment pas lineberty car je ne pense pas que ce soit juste. Toutes les rencontres à part Marvel et Mickey et les personnages du magicien étaient lineberty, je crois. Lorsque ce parc recevra le nouveau terrain gelé, ce sera vraiment cool. Bien que pour l'instant, vous ne pouvez pas passer une journée entière ici.",Royaume-Uni,en,Écrit le 18 septembre 2020,"3,0 sur 5 bulles",no
